source_tex_file,source_question_number,question_id,confidence,stage,score,notes
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,13,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_02_TOUGH_Q09,low,skeleton,0.3252,combined=0.33; question=0.44; options=0.00; answer=0.00; skeleton=0.13; numbers=0.19; anchors=0.33; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,14,GEN_CAT_HARDENED_QA_SIMULATION_Q14,low,skeleton,0.2560,combined=0.26; question=0.18; options=0.00; answer=0.00; skeleton=0.20; numbers=0.20; anchors=0.19; source=0.38; question-number
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,15,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q15,low,skeleton,0.3726,combined=0.37; question=0.21; options=0.00; answer=0.00; skeleton=0.43; numbers=0.23; anchors=0.21; source=0.46; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,16,GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q08,low,skeleton,0.4705,combined=0.47; question=0.54; options=0.00; answer=0.00; skeleton=0.67; numbers=0.33; anchors=0.32; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,17,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q07,low,skeleton,0.4573,combined=0.46; question=0.50; options=0.00; answer=0.00; skeleton=0.67; numbers=0.24; anchors=0.50; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,18,GEN_CAT_QUANT_TOUGH_BATCH_Q06,low,skeleton,0.4401,combined=0.44; question=0.50; options=0.00; answer=0.00; skeleton=0.40; numbers=0.50; anchors=0.42; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,19,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q03,low,skeleton,0.4300,combined=0.43; question=0.53; options=0.00; answer=0.00; skeleton=0.44; numbers=0.18; anchors=0.53; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,20,GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q06,low,skeleton,0.3111,combined=0.31; question=0.27; options=0.00; answer=0.00; skeleton=0.50; numbers=0.25; anchors=0.27; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,21,GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q06,low,skeleton,0.3006,combined=0.30; question=0.25; options=0.13; answer=0.00; skeleton=0.38; numbers=0.27; anchors=0.25; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,22,GEN_CAT_QUANT_HARDENED_Q09,low,skeleton,0.4148,combined=0.41; question=0.30; options=0.38; answer=0.00; skeleton=0.75; numbers=0.23; anchors=0.30; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,23,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_1_Q14,low,skeleton,0.3900,combined=0.39; question=0.43; options=0.00; answer=0.00; skeleton=0.43; numbers=0.33; anchors=0.38; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,24,GEN_CAT_HARDENED_QUANT_15Q_Q07,low,skeleton,0.3609,combined=0.36; question=0.41; options=0.00; answer=0.00; skeleton=0.38; numbers=0.22; anchors=0.41; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,25,GEN_CAT_HARDENED_QA_SIMULATION_Q12,low,skeleton,0.2955,combined=0.30; question=0.29; options=0.00; answer=0.00; skeleton=0.40; numbers=0.14; anchors=0.29; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,26,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q04,low,skeleton,0.3373,combined=0.34; question=0.50; options=0.00; answer=0.00; skeleton=0.40; numbers=0.11; anchors=0.50; source=0.00
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,27,GEN_CAT_QUANT_TOUGH_END_VERIFIED_PRACTICE_BATCH_Q11,low,skeleton,0.3635,combined=0.36; question=0.46; options=0.00; answer=0.00; skeleton=0.40; numbers=0.50; anchors=0.44; source=0.00
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,28,GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q07,low,skeleton,0.2533,combined=0.25; question=0.39; options=0.00; answer=0.00; skeleton=0.25; numbers=0.10; anchors=0.39; source=0.00
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,29,GEN_CAT_QUANT_HARDENED_Q10,low,skeleton,0.3437,combined=0.34; question=0.47; options=0.00; answer=0.00; skeleton=0.43; numbers=0.22; anchors=0.50; source=0.00
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,30,GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q12,low,skeleton,0.2574,combined=0.26; question=0.37; options=0.00; answer=0.00; skeleton=0.00; numbers=0.00; anchors=0.40; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,31,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q06,low,skeleton,0.2250,combined=0.22; question=0.26; options=0.00; answer=0.00; skeleton=0.33; numbers=0.30; anchors=0.26; source=0.00
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,32,GEN_CAT_HARDENED_QA_SIMULATION_Q10,low,skeleton,0.4620,combined=0.46; question=0.50; options=0.00; answer=0.00; skeleton=0.60; numbers=0.36; anchors=0.50; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,33,GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q13,low,skeleton,0.3886,combined=0.39; question=0.45; options=0.00; answer=0.00; skeleton=0.50; numbers=0.27; anchors=0.43; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,34,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q10,low,skeleton,0.3687,combined=0.37; question=0.53; options=0.00; answer=0.00; skeleton=0.17; numbers=0.20; anchors=0.52; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,35,GEN_CAT_QUANT_TOUGH_BATCH_Q13,low,skeleton,0.3285,combined=0.33; question=0.41; options=0.00; answer=0.00; skeleton=0.33; numbers=0.27; anchors=0.26; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,36,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q15,medium,content,0.4827,combined=0.48; question=0.59; options=0.00; answer=0.00; skeleton=0.67; numbers=0.25; anchors=0.57; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,37,GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q13,medium,content,0.4368,combined=0.44; question=0.64; options=0.00; answer=0.00; skeleton=0.40; numbers=0.18; anchors=0.36; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,38,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q15,medium,source,0.5338,combined=0.53; question=0.48; options=0.00; answer=0.00; skeleton=0.50; numbers=0.29; anchors=0.37; source=0.56; source-file-exact; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,39,GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q13,low,skeleton,0.3908,combined=0.39; question=0.27; options=0.00; answer=0.00; skeleton=0.40; numbers=0.08; anchors=0.25; source=0.56; source-file-exact; topic
content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,40,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q15,low,skeleton,0.3524,combined=0.35; question=0.33; options=0.00; answer=0.00; skeleton=0.01; numbers=0.03; anchors=0.30; source=0.56; source-file-exact; topic
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,1,GEN_CAT_QUANT_PREMIUM_TOUGH_PRACTICE_15Q_Q01,low,skeleton,0.4064,combined=0.41; question=0.19; options=0.75; answer=0.00; skeleton=0.43; numbers=0.30; anchors=0.21; source=0.38; question-number
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,2,GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q02,high,source,0.4645,combined=0.46; question=0.46; options=0.00; answer=0.00; skeleton=0.00; numbers=0.20; anchors=0.46; source=0.72; source-file-tokens=1.00; question-number
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,3,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q03,high,source,0.9609,combined=0.96; question=0.75; options=1.00; answer=0.00; skeleton=0.80; numbers=0.57; anchors=0.79; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,4,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q04,high,source,0.7881,combined=0.79; question=0.59; options=1.00; answer=0.00; skeleton=0.50; numbers=0.25; anchors=0.59; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,5,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q05,high,source,0.9786,combined=0.98; question=0.76; options=1.00; answer=0.00; skeleton=0.80; numbers=0.70; anchors=0.76; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,6,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q06,high,source,0.6367,combined=0.64; question=0.70; options=0.00; answer=0.00; skeleton=0.00; numbers=0.25; anchors=0.70; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,7,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q07,high,source,0.5959,combined=0.60; question=0.60; options=0.00; answer=0.00; skeleton=0.00; numbers=0.40; anchors=0.51; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,8,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q08,high,source,0.6292,combined=0.63; question=0.63; options=0.00; answer=0.00; skeleton=0.00; numbers=0.50; anchors=0.63; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,9,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q09,high,source,0.7611,combined=0.76; question=0.71; options=1.00; answer=0.00; skeleton=0.08; numbers=0.06; anchors=0.74; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,10,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q10,high,source,0.7362,combined=0.74; question=0.79; options=0.00; answer=0.00; skeleton=0.33; numbers=0.25; anchors=0.79; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,11,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q11,high,source,0.6606,combined=0.66; question=0.74; options=0.00; answer=0.00; skeleton=0.00; numbers=0.13; anchors=0.80; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,12,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q12,high,source,0.6234,combined=0.62; question=0.59; options=0.00; answer=0.00; skeleton=0.17; numbers=0.29; anchors=0.63; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,13,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q13,high,source,0.7529,combined=0.75; question=0.74; options=0.17; answer=0.00; skeleton=0.29; numbers=0.38; anchors=0.78; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,14,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q14,high,source,0.6590,combined=0.66; question=0.79; options=0.00; answer=0.00; skeleton=0.00; numbers=0.00; anchors=0.72; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,15,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q15,high,source,0.7218,combined=0.72; question=0.76; options=0.00; answer=0.00; skeleton=0.22; numbers=0.31; anchors=0.74; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,16,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q16,high,source,0.6901,combined=0.69; question=0.76; options=0.00; answer=0.00; skeleton=0.33; numbers=0.00; anchors=0.59; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,17,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q17,high,source,0.6523,combined=0.65; question=0.72; options=0.00; answer=0.00; skeleton=0.00; numbers=0.25; anchors=0.65; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,18,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q18,high,source,0.7211,combined=0.72; question=0.82; options=0.00; answer=0.00; skeleton=0.00; numbers=0.45; anchors=0.66; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,19,GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q19,medium,source,0.4227,combined=0.42; question=0.31; options=0.00; answer=0.00; skeleton=0.00; numbers=0.36; anchors=0.33; source=0.72; source-file-tokens=1.00; question-number
content/cat/practice/latex_sources/CAT_Quant_Modern_Math_Practice_Bank.tex,20,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q20,high,source,0.6389,combined=0.64; question=0.73; options=0.00; answer=0.00; skeleton=0.05; numbers=0.18; anchors=0.43; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,1,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_1_Q07,low,skeleton,0.3439,combined=0.34; question=0.22; options=0.00; answer=0.00; skeleton=0.20; numbers=0.22; anchors=0.26; source=0.46; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,2,GEN_CAT_QUANT_HARDENED_Q02,low,skeleton,0.3879,combined=0.39; question=0.39; options=0.00; answer=0.00; skeleton=0.13; numbers=0.07; anchors=0.21; source=0.46; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,3,GEN_CAT_QUANT_TOUGH_BATCH_Q03,low,skeleton,0.3119,combined=0.31; question=0.27; options=0.00; answer=0.00; skeleton=0.00; numbers=0.08; anchors=0.21; source=0.46; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,4,GEN_CAT_QUANT_HARDENED_Q04,low,skeleton,0.4742,combined=0.47; question=0.44; options=0.00; answer=0.00; skeleton=0.25; numbers=0.23; anchors=0.53; source=0.46; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,5,GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q04,low,skeleton,0.3434,combined=0.34; question=0.45; options=0.00; answer=0.00; skeleton=0.13; numbers=0.17; anchors=0.56; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,6,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_1_Q06,low,skeleton,0.3914,combined=0.39; question=0.21; options=0.00; answer=0.00; skeleton=0.50; numbers=0.36; anchors=0.11; source=0.46; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,7,GEN_CAT_QUANT_PREMIUM_TOUGH_PRACTICE_15Q_Q02,low,skeleton,0.3597,combined=0.36; question=0.34; options=0.17; answer=0.00; skeleton=0.43; numbers=0.21; anchors=0.39; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,8,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q05,low,skeleton,0.2533,combined=0.25; question=0.32; options=0.00; answer=0.00; skeleton=0.00; numbers=0.11; anchors=0.44; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,9,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_02_TOUGH_Q09,low,skeleton,0.4688,combined=0.47; question=0.26; options=0.00; answer=0.00; skeleton=0.75; numbers=0.43; anchors=0.17; source=0.46; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,10,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q10,low,skeleton,0.4838,combined=0.48; question=0.51; options=0.00; answer=0.00; skeleton=0.20; numbers=0.18; anchors=0.44; source=0.46; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,11,GEN_CAT_QUANT_TOUGH_END_VERIFIED_PRACTICE_BATCH_Q05,low,skeleton,0.3442,combined=0.34; question=0.40; options=0.00; answer=0.00; skeleton=0.38; numbers=0.23; anchors=0.23; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,12,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q12,low,skeleton,0.3661,combined=0.37; question=0.18; options=0.00; answer=0.00; skeleton=0.33; numbers=0.36; anchors=0.24; source=0.46; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,13,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q15,low,skeleton,0.3366,combined=0.34; question=0.50; options=0.00; answer=0.00; skeleton=0.29; numbers=0.21; anchors=0.57; source=0.00
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,14,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q05,low,skeleton,0.3034,combined=0.30; question=0.44; options=0.00; answer=0.00; skeleton=0.00; numbers=0.19; anchors=0.33; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,15,GEN_CAT_HARDENED_QUANT_15Q_Q07,low,skeleton,0.2848,combined=0.28; question=0.17; options=0.08; answer=0.00; skeleton=0.50; numbers=0.36; anchors=0.19; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,16,GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q08,low,skeleton,0.4713,combined=0.47; question=0.48; options=0.00; answer=0.00; skeleton=0.80; numbers=0.38; anchors=0.30; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,17,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q07,low,skeleton,0.3635,combined=0.36; question=0.43; options=0.00; answer=0.00; skeleton=0.38; numbers=0.13; anchors=0.43; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,18,GEN_CAT_QUANT_TOUGH_BATCH_Q06,medium,content,0.5643,combined=0.56; question=0.59; options=0.00; answer=0.00; skeleton=0.80; numbers=0.56; anchors=0.59; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,19,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q03,low,skeleton,0.3887,combined=0.39; question=0.44; options=0.00; answer=0.00; skeleton=0.44; numbers=0.23; anchors=0.44; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,20,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q03,low,skeleton,0.3116,combined=0.31; question=0.33; options=0.00; answer=0.00; skeleton=0.33; numbers=0.19; anchors=0.33; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,21,GEN_CAT_QUANT_TOUGH_BATCH_Q06,medium,source,0.4580,combined=0.46; question=0.17; options=0.00; answer=0.00; skeleton=0.60; numbers=0.60; anchors=0.22; source=0.56; source-file-exact; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,22,GEN_CAT_QUANT_TOUGH_BATCH_Q06,low,skeleton,0.3739,combined=0.37; question=0.21; options=0.00; answer=0.00; skeleton=0.20; numbers=0.30; anchors=0.22; source=0.56; source-file-exact; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,23,GEN_CAT_QUANT_TOUGH_BATCH_Q06,medium,source,0.5391,combined=0.54; question=0.42; options=0.00; answer=0.00; skeleton=0.60; numbers=0.33; anchors=0.26; source=0.56; source-file-exact; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,24,GEN_CAT_QUANT_TOUGH_BATCH_Q06,medium,source,0.5964,combined=0.60; question=0.37; options=0.00; answer=0.00; skeleton=0.80; numbers=0.67; anchors=0.37; source=0.56; source-file-exact; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,25,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q08,low,skeleton,0.3600,combined=0.36; question=0.54; options=0.00; answer=0.00; skeleton=0.29; numbers=0.29; anchors=0.54; source=0.00
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,26,GEN_CAT_QUANT_TOUGH_BATCH_Q06,low,skeleton,0.3025,combined=0.30; question=0.21; options=0.00; answer=0.00; skeleton=0.20; numbers=0.22; anchors=0.21; source=0.48; source-file-exact
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,27,GEN_CAT_QUANT_TOUGH_BATCH_Q06,low,skeleton,0.3578,combined=0.36; question=0.26; options=0.00; answer=0.00; skeleton=0.20; numbers=0.45; anchors=0.26; source=0.48; source-file-exact
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,28,GEN_CAT_QUANT_TOUGH_BATCH_Q06,low,skeleton,0.2683,combined=0.27; question=0.19; options=0.00; answer=0.00; skeleton=0.20; numbers=0.10; anchors=0.11; source=0.48; source-file-exact
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,29,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q03,low,skeleton,0.3011,combined=0.30; question=0.41; options=0.00; answer=0.00; skeleton=0.00; numbers=0.20; anchors=0.41; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,30,GEN_CAT_QUANT_TOUGH_BATCH_Q06,low,skeleton,0.4177,combined=0.42; question=0.30; options=0.00; answer=0.00; skeleton=0.60; numbers=0.25; anchors=0.32; source=0.48; source-file-exact
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,31,GEN_CAT_QUANT_TOUGH_BATCH03_Q10,low,skeleton,0.3910,combined=0.39; question=0.52; options=0.00; answer=0.00; skeleton=0.14; numbers=0.29; anchors=0.52; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,32,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q12,low,skeleton,0.2962,combined=0.30; question=0.43; options=0.00; answer=0.00; skeleton=0.33; numbers=0.17; anchors=0.43; source=0.00
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,33,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q04,medium,content,0.5346,combined=0.53; question=0.61; options=0.00; answer=0.00; skeleton=0.80; numbers=0.45; anchors=0.50; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,34,GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q14,medium,content,0.3717,combined=0.37; question=0.58; options=0.00; answer=0.00; skeleton=0.00; numbers=0.33; anchors=0.41; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,35,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q04,low,skeleton,0.3723,combined=0.37; question=0.27; options=0.00; answer=0.00; skeleton=0.20; numbers=0.23; anchors=0.23; source=0.56; source-file-exact; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,36,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q15,low,skeleton,0.3942,combined=0.39; question=0.50; options=0.00; answer=0.00; skeleton=0.40; numbers=0.33; anchors=0.35; source=0.08; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,37,GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q14,low,skeleton,0.3073,combined=0.31; question=0.24; options=0.00; answer=0.00; skeleton=0.00; numbers=0.11; anchors=0.17; source=0.56; source-file-exact; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,38,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q04,low,skeleton,0.3735,combined=0.37; question=0.30; options=0.00; answer=0.00; skeleton=0.17; numbers=0.07; anchors=0.38; source=0.56; source-file-exact; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,39,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q04,low,skeleton,0.4020,combined=0.40; question=0.31; options=0.00; answer=0.00; skeleton=0.20; numbers=0.27; anchors=0.28; source=0.56; source-file-exact; topic
content/cat/practice/latex_sources/CAT_Quant_Practice_Pool.tex,40,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q04,low,skeleton,0.3242,combined=0.32; question=0.27; options=0.00; answer=0.00; skeleton=0.04; numbers=0.05; anchors=0.23; source=0.56; source-file-exact; topic
content/cat/practice/latex_sources/CAT_Quant_Tough_End_Practice_Batch.tex,1,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q01,high,source,0.9288,combined=0.93; question=0.65; options=1.00; answer=0.00; skeleton=0.80; numbers=0.83; anchors=0.57; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Tough_End_Practice_Batch.tex,2,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q02,high,source,0.7293,combined=0.73; question=0.66; options=0.00; answer=0.00; skeleton=0.67; numbers=0.50; anchors=0.39; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Tough_End_Practice_Batch.tex,3,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q03,high,source,0.9476,combined=0.95; question=0.67; options=1.00; answer=0.00; skeleton=0.88; numbers=0.83; anchors=0.54; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Tough_End_Practice_Batch.tex,4,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q04,high,source,0.7696,combined=0.77; question=0.71; options=0.00; answer=0.00; skeleton=0.75; numbers=0.57; anchors=0.37; source=0.86; source-file-exact; question-number
content/cat/practice/latex_sources/CAT_Quant_Tough_End_Practice_Batch.tex,5,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q05,high,source,1.0510,combined=1.05; question=0.74; options=1.00; answer=0.00; skeleton=0.89; numbers=0.92; anchors=0.50; source=0.94; source-file-exact; question-number; topic
content/cat/practice/latex_sources/CAT_Quant_Tough_End_Practice_Batch.tex,6,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q06,high,source,0.5425,combined=0.54; question=0.40; options=0.00; answer=0.00; skeleton=0.08; numbers=0.22; anchors=0.30; source=0.94; source-file-exact; question-number; topic
