question_id,batch_id,question_number,topic,subtopic,difficulty,question_type,review_status,candidate_repair_confidence,candidate_repair_notes,question_text_markdown_candidate,option_a_markdown_candidate,option_b_markdown_candidate,option_c_markdown_candidate,option_d_markdown_candidate,detailed_solution_markdown_candidate
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q05,cat_quant_verified_practice_batch_01_2,1,Arithmetic,"Percentages - Markup, Discount, Tax",Medium-Hard,MCQ,safe_candidate_ready,high,,"A trader marks up the price of an item by x% above its cost price. He then offers a discount of 20% on the marked price; the discounted price is what the customer actually pays. Out of this amount, the trader must pay a tax equal to 10% of the price paid by the customer. After paying the tax, the trader is left with a profit of 16% on his cost price. The value of x lies in which range?",45 ≤x < 50,50 ≤x < 55,55 ≤x < 60,60 ≤x < 65,"### Step 1 Let the cost price be 100 (no loss of generality). The marked price is 100 + x. ### Step 2 After a 20% discount, the customer pays 0.8 (100 + x). This is the trader’s gross receipt. ### Step 3 The trader pays a tax equal to 10% of what the customer paid, i.e., 0.10·0.8(100+x) = 0.08(100+x). ### Step 4 The trader’s net receipt is 0.8(100 + x) -0.08(100 + x) = 0.72(100 + x). ### Step 5 For a profit of 16% on a CP of 100, the net receipt must equal 116: 0.72 (100 + x) = 116 =>100 + x = 116 0.72 = 1450 9 ≈161.11. Therefore x ≈61.11, which lies in [60, 65). Hence the answer is option (D)."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q08,cat_quant_verified_practice_batch_01_2,,Arithmetic,"Remainders, modular arithmetic, cyclicity",Hard,TITA,safe_candidate_ready,high,,The remainder when 72025 + 112025 is divided by 100 is:,,,,,"### Step 1 Find 72025 (mod 100). Note 72 = 49, 74 = 492 = 2401 ≡1 (mod 100). So the order of 7 modulo 100 is 4. Write 2025 = 4 · 506 + 1. Therefore 72025 ≡71 = 7 (mod 100). ### Step 2 Find 112025 (mod 100). Use the binomial expansion 11n = (1 + 10)n = Pn k=0 n k 10k. Modulo 100, all terms with k ≥2 vanish, so 11n ≡1 + 10n (mod 100). ### Step 3 Apply with n = 2025: 112025 ≡1 + 10 · 2025 = 1 + 20250 (mod 100). Since 20250 = 202 · 100 + 50, this is 1 + 50 = 51 (mod 100). ### Step 4 Therefore 72025 + 112025 ≡7 + 51 = 58 (mod 100)."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q11,cat_quant_verified_practice_batch_01_2,,Arithmetic,Mixtures (successive replacement with unequal amounts),Medium-Hard,TITA,safe_candidate_ready,medium,formatted M2 as M^2,"A vessel contains 80 litres of pure milk. The following operation is performed three times in succes- sion: “Remove some milk - water mixture from the vessel, then replace the removed volume by an equal volume of water and stir thoroughly.” The volumes removed in the three successive operations are 20 litres, 16 litres and 10 litres respectively. The percentage of milk in the final mixture (rounded to two decimal places) is %.",,,,,### Step 1 Let Mk be the litres of milk in the vessel after the k - th replacement; the volume always returns to 80 L. Initially M0 = 80. ### Step 2 First operation removes 20 L of pure milk (the mixture is still pure milk before the first removal). So M1 = 80 -20 = 60 L. ### Step 3 Second operation removes 16 L of mixture in which the fraction of milk is $\frac{60}{80}$ = 0.75. Milk removed = 16 x 0.75 = 12 L. So M^2 = 60 -12 = 48 L. 14 ### Step 4 Third operation removes 10 L of mixture in which the milk fraction is $\frac{48}{80}$ = 0.6. Milk removed = 10 x 0.6 = 6 L. So M3 = 48 -6 = 42 L. ### Step 5 Final milk percentage = ($\frac{42}{80}$) x 100 = 52.5%. To two decimal places: 52.50 %.
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q12,cat_quant_verified_practice_batch_01_2,,Arithmetic,Arithmetic and Geometric Progressions combined,Medium-Hard,MCQ,safe_candidate_ready,high,,"Three distinct positive real numbers a, b, c are such that: - a, b, c are in arithmetic progression (in this order), - a, c, b + 10 are in geometric progression (in this order), - $$ a+b+c=18. $$ The value of c -a is:",$2$\sqrt{6}$$,4,6,8,"### Step 1 Since a, b, c are in AP, 2b = a + c. With $a+b$ + c = 18, substituting a + c = 2b gives 3b = 18, so b = 6 and a + c = 12. ### Step 2 Since a, c, b + 10 = 16 are in GP, $c^2$ = a · 16 = 16a. ### Step 3 Substitute c = 12 -a: (12 -a)2 = 16a =>144 -24a + $a^2$ = 16a =>$a^2$ -40a + 144 = 0. Factorising: (a -4)(a -36) = 0, so a = 4 or a = 36. ### Step 4 If a = 36, then c = 12 -36 = -24, which is not positive. So a = 4 and c = 8. ### Step 5 Check: AP gives (4, 6, 8) with common difference 2; GP gives (4, 8, 16) with ratio 2. Both hold, and a, b, c are distinct positive numbers. c -a = 8 -4 = 4."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_02_TOUGH_Q03,cat_quant_verified_practice_batch_02_tough,,Arithmetic,Mixtures and replacements,Hard,TITA,safe_candidate_ready,high,,"A vessel contains 100 litres of a milk - water mixture in the ratio 3: 2. First, 20 litres of the mixture is removed and replaced by water. Then, x litres of the resulting mixture is removed and replaced by pure milk. The final milk - water ratio becomes 13: 12. Find x, in litres.",,,,,"### Step 1 Initially, milk = 60 litres and water = 40 litres. ### Step 2 Removing 20 litres of the 3: 2 mixture removes 12 litres milk and 8 litres water. After adding 20 litres water, the vessel contains 48 litres milk and 52 litres water. 8 ### Step 3 The new mixture has milk - water ratio 48: 52 = 12: 13. When x litres are removed, milk removed is 12x 25, and water removed is 13x 25. ### Step 4 Then x litres of pure milk is added. Final milk and water quantities are 48 -12x 25 + x = 48 + 13x 25, 52 -13x 25. ### Step 5 The final ratio is 13: 12, so 48 + 13x 25 52 -13x 25 = 13 12. Cross - multiplying, 576 + 156x 25 = 676 -169x 25. Thus 325x 25 = 100, so 13x = 100, and x = 100 13."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_02_TOUGH_Q09,cat_quant_verified_practice_batch_02_tough,,Arithmetic,"Profit, loss and successive discounts",Medium-Hard,TITA,safe_candidate_ready,high,,"Two articles have cost prices in the ratio 5: 4. A seller marks both articles at the same percentage above their respective cost prices. On the first article, he gives successive discounts of 20% and 10%. On the second article, he gives a single discount of 25%. If selling one article of each type gives an overall profit of 10%, find the common markup percentage.",,,,,"### Step 1 Let the cost prices be 5k and 4k. Let the common markup factor be r, so marked prices are 5kr and 4kr. ### Step 2 The first article has successive discounts of 20% and 10%, so its selling price is 5kr x 0.8 x 0.9 = 3.6kr. ### Step 3 The second article has a single discount of 25%, so its selling price is 4kr x 0.75 = 3kr. 12 ### Step 4 Total selling price is 6.6kr. Total cost price is 9k. Overall profit is 10%, so total selling price is 9.9k. ### Step 5 Therefore, 6.6kr = 9.9k =>r = 1.5. Thus the markup percentage is 50%."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_02_TOUGH_Q15,cat_quant_verified_practice_batch_02_tough,2,Arithmetic,Relative speed with delayed start,Medium-Hard,MCQ,safe_candidate_ready,high,,"Two cyclists P and Q start from A and B respectively, towards each other, where AB = 70 km. Q starts first, and P starts 15 minutes later. P rides 25% faster than Q. They meet at a point 30 km from A. What is Q’s speed, in km/h?",56,60,64,72 3.,"### Step 1 Let Q’s speed be v km/h. Then P’s speed is 1.25v km/h. ### Step 2 They meet 30 km from A, so P covers 30 km and Q covers 70 -30 = 40 km. ### Step 3 Let Q’s travel time be t hours. Since P starts 15 minutes later, P’s travel time is t -$\frac{1}{4}$ hours. ### Step 4 From Q’s journey, v = 40 t. From P’s journey, 1.25v = 30 t -$\frac{1}{4}$. ### Step 5 Substitute v = 40 t: 1.25 · 40 t = 30 t -$\frac{1}{4}$. So 50 t = 30 t -$\frac{1}{4}$. Cross - multiplying, 50t -12.5 = 30t =>20t = 12.5 =>t = 5 8. Thus v = 40 $\frac{5}{8}$ = 64. 16"
GEN_CAT_HARDENED_QUANT_15Q_Q13,cat_hardened_quant_15q,,Geometry/Mensuration,Unmapped,Medium-Hard,MCQ,safe_candidate_ready,high,,"In triangle ABC, the medians AD and BE are perpendicular to each other. If AD = 9 and BE = 12, what is the area of triangle ABC?",54,60,72,90 Topic: Geometry/Triangle Medians - Difficulty: Medium-Hard - Type: MCQ,"Key result. If two medians of a triangle, of lengths m1 and $m^2$, are perpendicular to each other, then Area(△) = 2 3 m1m2. Proof sketch. Place the centroid G at the origin. The centroid divides each median in ratio 2: 1 from the vertex. So if AD = m1 and BE = $m^2$ are perpendicular at G, take A = (0, 2m1 3 ), D = (0, -m1 3 ), B = (2m2 3, 0), E = (-$m^2$ 3, 0). Using D = B+C 2 gives C = 2D -B = (-2m2 3, -2m1 3 ). Then Area(△ABC) = $\frac{1}{2}$ |xA(yB -yC) + xB(yC -yA) + xC(yA -yB)| = 2 3m1m2. Substituting m1 = 9, $m^2$ = 12: Area = 2 3 · 9 · 12 = 72."
GEN_CAT_HARDENED_QUANT_15Q_Q14,cat_hardened_quant_15q,,Geometry/Mensuration,Unmapped,Hard,TITA,safe_candidate_ready,high,,"A chord of length 16 is drawn in a circle, at a perpendicular distance of 6 from the centre. A second chord, of length 12, is drawn parallel to the first one, on the opposite side of the centre. What is the distance (in the same units) between the two chords? Enter the answer as an integer. - -",,,,,"Let the radius be r. For a chord of length ℓat distance d from the centre, ℓ 2 2 + $d^2$ = $r^2$. For the first chord: 16 2 2 + 62 = 64 + 36 = 100 =>r = 10. For the second chord of length 12, let its distance from the centre be d′: 12 2 2 +(d′)2 = 100 => (d′)2 = 64 =>d′ = 8. The two chords lie on opposite sides of the centre, so the distance between them is 6+8 = 14."
GEN_CAT_QUANT_BATCH01_Q06,cat_quant_batch01,,Geometry/Mensuration,Tangential trapezium,Hard,MCQ,safe_candidate_ready,high,,"In a trapezium ABCD, AB ∥DC, AD ⊥AB, and AB = 2DC. A circle is inscribed in the trapezium and touches all four sides. If the radius of the circle is 4 cm, then the area of the trapezium, in sq. cm, is",64,72,80,96,"### Step 1 Let DC = x. Then AB = 2x. ### Step 2 Since the circle touches the two parallel sides, the height of the trapezium is twice the radius, i.e., 8 cm. Thus AD = 8. ### Step 3 The horizontal difference between the parallel sides is AB -DC = x. Hence BC = p $x^2$ + 82 = p $x^2$ + 64. ### Step 4 For a tangential quadrilateral, sums of opposite sides are equal: AB + DC = AD + BC. 7 So 3x = 8 + p $x^2$ + 64. ### Step 5 Squaring 3x -8 = √ $x^2$ + 64, 9x2 -48x + 64 = $x^2$ + 64, so 8x2 -48x = 0, giving x = 6. ### Step 6 Area = $\frac{1}{2}$ (AB + DC) · height = $\frac{1}{2}$ (12 + 6) · 8 = 72."
GEN_CAT_QUANT_BATCH02_Q04,cat_quant_batch02,,Geometry/Mensuration,Tangential trapezium,Hard,MCQ,safe_candidate_ready,high,,"In a trapezium ABCD, AB ∥CD, AD ⊥AB, and AB = 2CD. A circle touches all four sides of the trapezium, and its radius is 5 cm. What is the area, in sq. cm, of the trapezium?",100,$\frac{225}{2}$,120,$\frac{245}{2}$,"### Step 1 Since the circle touches both parallel sides, the distance between them equals the diameter of the circle. Hence, the height of the trapezium is 2 x 5 = 10 cm. ### Step 2 Let CD = b. Then AB = 2b. Since AD ⊥AB, we have AD = 10. ### Step 3 The fourth side BC has vertical difference 10 and horizontal difference AB -CD = b. Hence, BC = p $b^2$ + 100. ### Step 4 For a tangential quadrilateral, the sums of lengths of opposite sides are equal. Therefore, AB + CD = AD + BC. So 2b + b = 10 + p $b^2$ + 100. Thus, 3b -10 = p $b^2$ + 100. Squaring, 9b2 -60b + 100 = $b^2$ + 100 =>8b2 -60b = 0. Since b > 0, b = 60 8 = 15 2. ### Step 5 The area is $\frac{1}{2}$ (AB + CD) x height = $\frac{1}{2}$ 15 + 15 2 x 10 = 225 2."
GEN_CAT_QUANT_BATCH02_Q08,cat_quant_batch02,,Geometry/Mensuration,Coordinate geometry and tangents,Medium-Hard,TITA,safe_candidate_ready,high,,"A circle has centre O and radius 5 cm. From an external point P, where OP = 13 cm, two tangents PA and PB are drawn to the circle, touching it at A and B, respectively. Find the area, in sq. cm, of quadrilateral OAPB. 3.",,,,,"### Step 1 Since PA and PB are tangents, radii OA and OB are perpendicular to the tangents at the points of contact. ### Step 2 In right triangle OAP, OP = 13, OA = 5. So AP = p 132 -52 = $\sqrt{169}$ -25 = 12. ### Step 3 The area of triangle OAP is $\frac{1}{2}$ x OA x AP = $\frac{1}{2}$ x 5 x 12 = 30. ### Step 4 Similarly, triangle OBP has the same area, 30. ### Step 5 Therefore, the area of quadrilateral OAPB is 30 + 30 = 60."
GEN_CAT_QUANT_HARDENED_Q14,cat_quant_hardened,,Geometry/Mensuration,Trapezium / Similar Triangles,Hard,MCQ,safe_candidate_ready,high,,"ABCD is a trapezium with AB ∥CD, AB = 8 and CD = 18. The diagonals AC and BD intersect at P. If the area of triangle APB is 32 square units, then the area of the trapezium ABCD (in square units) is",200,288,338,392,"[Answer: (C) 338] In a trapezium with AB ∥CD, triangles APB and CPD are similar with ratio AB CD = 8 18 = 4 9. Hence [CPD] = [APB] · $\frac{9}{4}$ 2 = 32 · 81 16 = 162. For the other two triangles APD and BPC: triangles APB and APD share the altitude from A to line BD, so [APD] [APB] = PD PB = $\frac{9}{4}$ ==>[APD] = [BPC] = $\frac{9}{4}$ · 32 = 72. Therefore [ABCD] = 32 + 162 + 72 + 72 = 338. Alternative one - liner: for any trapezium, [ABCD] = p [APB] + p [CPD] 2 = ( $\sqrt{32}$ + $\sqrt{162}$)2 = (4 $\sqrt{2}$ + 9 $\sqrt{2}$)2 = (13 $\sqrt{2}$)2 = 338."
GEN_CAT_QUANT_PREMIUM_TOUGH_PRACTICE_15Q_Q10,cat_quant_premium_tough_practice_15q,,Geometry/Mensuration,Solid of Revolution - Optimization,Hard,MCQ,safe_candidate_ready,high,,A right circular cylinder is inscribed in a sphere of radius 3$√3$ cm so that the axis of the cylinder passes through the centre of the sphere. The maximum possible volume of such a cylinder (in cm^3) is:,81π,96π,108π,144π,"A right circular cylinder is inscribed in a sphere of radius $3$\sqrt{3} cm so that the axis of the cylinder passes through the centre of the sphere. The maximum possible volume of such a cylinder (in cm^3) is: Solution. Let the cylinder have radius r and height 2h. Since each circular end lies on the sphere, $r^2$ + $h^2$ = ($3$\sqrt{3})² = 27. Volume V = π $r^2$ · 2h = 2π(27 - $h^2$)h. dV/dh = 2π(27 - $3h^2$) = 0 => $h^2$ = 9, h = 3, so $r^2$ = 18. Vmax = π · 18 · 6 = 108π cm^3."
GEN_CAT_QUANT_TOUGH_BATCH_Q13,cat_quant_tough_batch,,Geometry/Mensuration,Coordinate Geometry and Area,Medium-Hard,TITA,safe_candidate_ready,high,,"In the coordinate plane, A = (0, 0), B = (12, 0), and C = (0, 9). A line passing through (4, 3) cuts AB at P and AC at Q, with P and Q lying on the respective segments. What is the minimum possible area of triangle APQ?",,,,,"### Step 1 Since P lies on AB and Q lies on AC, let P = (p, 0) and Q = (0, q), where 0 < p ≤12 and 0 < q ≤9. ### Step 2 The line through P and Q has intercept form x p + y q = 1. Since (4, 3) lies on the line, 4 p + 3 q = 1. ### Step 3 Put u = p 4 and v = q 3. Then 1 u + 1 v = 1. This is equivalent to (u -1)(v -1) = 1. ### Step 4 The area of △APQ is pq 2 = (4u)(3v) 2 = 6uv. Given (u -1)(v -1) = 1, write u -1 = a and v -1 = b. Since ab = 1, uv = (a + 1)(b + 1) = 2 + $a+b$, which is minimised when a = b = 1. Thus u = v = 2 and uv = 4. ### Step 5 Hence the minimum area is 6 x 4 = 24. Also, this gives p = 8 and q = 6, which lie on the given segments."
GEN_CAT_QUANT_TOUGH_BATCH_Q14,cat_quant_tough_batch,14,Geometry/Mensuration,Circles and Tangents,Hard,TITA,safe_candidate_ready,high,,"In triangle ABC, AB = AC = 25 cm and BC = 30 cm. A circle has its centre on the altitude from A to BC, touches both AB and AC, and passes through the midpoint of BC. What is the radius of the circle, in cm?",,,,,"### Step 1 Place the midpoint of BC at (0, 0), with B = (-15, 0), C = (15, 0), and A = (0, h). ### Step 2 Since AB = 25 and half the base is 15, h = p 252 -152 = 20. Thus A = (0, 20). ### Step 3 The line AB through (-15, 0) and (0, 20) has equation 4x -3y + 60 = 0. ### Step 4 Let the centre of the circle be (0, r). Since the circle passes through the midpoint of BC, its radius is r. 15 ### Step 5 Since it touches AB, the perpendicular distance from (0, r) to AB equals r: |4(0) -3r + 60| 5 = r. As the centre lies inside the triangle, 60 -3r > 0. Hence 60 -3r 5 = r, so 60 = 8r, giving r = 15 2."
GEN_CAT_QUANT_TOUGH_BATCH_Q15,cat_quant_tough_batch,,Geometry/Mensuration,Trapezium and Incircle,Hard,MCQ,safe_candidate_ready,high,,"A right trapezium has parallel sides of lengths 18 cm and 42 cm. A circle is inscribed in the trapezium, touching all four sides. What is the radius of the circle?",56 5 cm,63 5 cm,72 5 cm,15 cm 3.,"### Step 1 Let the height of the right trapezium be h. Since a circle touches both parallel sides, the height equals the diameter, so h = 2r. ### Step 2 The difference between the parallel sides is 42 -18 = 24. Thus the slanted non - parallel side has length p $h^2$ + 242. ### Step 3 In any tangential quadrilateral, sums of opposite sides are equal. Therefore, 18 + 42 = h + p $h^2$ + 242. So 60 = h + p $h^2$ + 576. ### Step 4 Then p $h^2$ + 576 = 60 -h. Squaring, $h^2$ + 576 = 3600 -120h + $h^2$. Hence 120h = 3024, so h = 126 5. ### Step 5 Therefore r = h 2 = 63 5 cm."
GEN_CAT_QUANT_TOUGH_BATCH03_Q15,cat_quant_tough_batch03,,Geometry/Mensuration,Coordinate Geometry,Hard,MCQ,safe_candidate_ready,high,,"A line cuts the positive coordinate axes at (a, 0) and (0, b), where a and b are positive integers. The line passes through (4, 3). Find the sum of the areas of all possible triangles formed by such a line and the coordinate axes.",144,156,170,192 3.,"### Step 1 A line with positive intercepts (a, 0) and (0, b) has equation x a + y b = 1. Since it passes through (4, 3), 4 a + 3 b = 1. ### Step 2 Rearranging, 4b + 3a = ab. So, ab -3a -4b = 0. Add 12 to both sides: (a -4)(b -3) = 12. ### Step 3 Since a, b are positive integers and the intercepts are positive, the factor pairs of 12 give all possibilities: (a -4, b -3) = (1, 12), (2, 6), (3, 4), (4, 3), (6, 2), (12, 1). ### Step 4 Thus, (a,b) can be (5, 15), (6, 9), (7, 7), (8, 6), (10, 5), (16, 4). ### Step 5 The corresponding triangle areas are ab 2 = 75 2, 27, 49 2, 24, 25, 32. Their sum is 75 2 + 27 + 49 2 + 24 + 25 + 32 = 170."
GEN_CAT_QUANT_TOUGH_END_VERIFIED_PRACTICE_BATCH_Q15,cat_quant_tough_end_verified_practice_batch,,Geometry/Mensuration,Mensuration with volume conservation and surface twist,Medium-Hard,TITA,safe_candidate_ready,high,,"A right circular cone of base radius 6 cm and height 24 cm is melted (with no loss of material) and recast into a right circular cylinder of base radius 4 cm. A hemispherical cavity of radius 4 cm, fully contained inside the cylinder, is then carved out of one of the two flat circular ends of the cylinder. The total surface area of the resulting solid can be written as k π square centimetres, where k is a positive integer. Find k.",,,,,"### Step 1 Cone volume = $\frac{1}{3}$πr2h = $\frac{1}{3}$π(6)2(24) = 288 π cm3. ### Step 2 Recast into a cylinder of base radius 4: π(4)2H = 288 π, so H = 18 cm. ### Step 3 The hemispherical cavity has radius 4, which is equal to the cylinder’s base radius. So when the hemisphere is carved out of one flat end, the flat circular face at that end disappears entirely (no annulus remains); what is now exposed is the inner curved surface of the hemisphere. ### Step 4 Compute total surface area of the resulting solid: - Lateral curved surface of cylinder: 2πrH = 2π(4)(18) = 144 π. - One full flat circular end (intact): π$r^2$ = π(4)2 = 16 π. - Other end: no flat region; inner curved surface of the hemisphere exposed: 2π$r^2$ = 2π(4)2 = 32 π. ### Step 5 Total = 144 π + 16 π + 32 π = 192 π. Therefore k = 192. ### Step 6 Answer: 192."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_1_Q03,cat_quant_verified_practice_batch_01_1,,Geometry/Mensuration,Coordinate geometry,Medium-Hard,MCQ,safe_candidate_ready,high,,"The points A(-4, 1), B(2, -3), and C(9, 2) are three consecutive vertices of a parallelogram ABCD. If the diagonal BD meets the x - axis at (t, 0), then the value of t is",$\frac{5}{2}$,$\frac{7}{3}$,$\frac{11}{5}$,3,"### Step 1 Since A, B, C, D are consecutive vertices of a parallelogram, D = A + C -B. ### Step 2 Therefore, D = (-4, 1) + (9, 2) -(2, -3) = (3, 6). ### Step 3 The diagonal BD joins B(2, -3) and D(3, 6). ### Step 4 Its slope is 6 -(-3) 3 -2 = 9. ### Step 5 Equation of BD is y + 3 = 9(x -2), or y = 9x -21. ### Step 6 At the x - axis, y = 0. Thus 9x = 21, giving x = 7 3. Hence t = 7 3."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_1_Q11,cat_quant_verified_practice_batch_01_1,,Geometry/Mensuration,Circle and parallel chords,Medium-Hard,TITA,safe_candidate_ready,high,,"In a circle of radius 10 cm, two parallel chords PQ and RS lie on opposite sides of the centre. The distance of PQ from the centre and the distance of RS from the centre are in the ratio 3: 4. If the length of PQ is 16 cm, find the area, in sq. cm, of quadrilateral PQRS.",,,,,"### Step 1 For a chord at distance d from the centre of a circle of radius 10, chord length is 2 p 102 -$d^2$. ### Step 2 Since PQ = 16, we have 16 = 2 p 100 -$d^2$. Thus 82 = 100 -$d^2$, so $d^2$ = 36, giving d = 6. ### Step 3 The distances of the two chords from the centre are in the ratio 3: 4. Hence the other distance is 8. ### Step 4 The other chord length is 2 p 100 -82 = 2 $\sqrt{36}$ = 12. 13 ### Step 5 Since the chords are on opposite sides of the centre, the perpendicular distance between them is 6 + 8 = 14. ### Step 6 Quadrilateral PQRS is a trapezium with parallel sides 16 and 12, and height 14. Its area is $\frac{1}{2}$ (16 + 12) · 14 = 196."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q04,cat_quant_verified_practice_batch_01_2,33,Geometry/Mensuration,"Triangles, cevians, area ratios",Medium-Hard,MCQ,safe_candidate_ready,high,,"In triangle ABC, AB = 13, BC = 14 and CA = 15. Let D be the point on BC where the internal bisector of angle A meets BC, and let M be the midpoint of segment AD. The ratio of the area of triangle BMC to the area of triangle ABC is:",$\frac{1}{3}$,$\frac{2}{5}$,$\frac{3}{7}$,$\frac{1}{2}$,"### Step 1 Triangle ABC has sides 13, 14, 15 (the standard 13 - 14 - 15 triangle). Its area is 84 by Heron’s formula, but this value is not needed. ### Step 2 D lies on BC, so AD is a cevian from A. Let M be the midpoint of AD. The key observation is that triangles BMA and BMD share the same base BM and their apexes A and D lie on a line through M with M as midpoint. Therefore the perpendicular distances from A and D to line BM are equal, which means area(BMA) = area(BMD). Consequently area(BMD) = $\frac{1}{2}$ area(BAD). By the same reasoning, area(CMD) = $\frac{1}{2}$ area(CAD). ### Step 3 Adding: area(BMC) = area(BMD)+area(CMD) = $\frac{1}{2}$ area(BAD)+area(CAD) = $\frac{1}{2}$ area(ABC). 11 ### Step 4 Hence the required ratio equals 1 2."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q14,cat_quant_verified_practice_batch_01_2,14,Geometry/Mensuration,"Cone, inscribed sphere",Hard,MCQ,safe_candidate_ready,high,,A right circular cone has base radius 6 cm and height 8 cm. A sphere is inscribed inside the cone such that it touches the base of the cone and is also tangent to the slant surface all around. The volume of this sphere (in cm3) is:,32π 3,36π,500π 81,48π 7,"### Step 1 The cone has base radius R = 6 cm and height h = 8 cm. Its slant height is ℓ= $\sqrt{62}$ + 82 = 10 cm. ### Step 2 Consider the vertical cross - section through the axis of the cone. It is an isoceles triangle with base 12 cm (the diameter of the base) and two equal sides of length 10 cm (the slant). The inscribed sphere appears in cross - section as the incircle of this triangle. ### Step 3 For a triangle, incircle radius r = area/s, where s is the semi - perimeter. Here area = $\frac{1}{2}$ · 12 · 8 = 48 and s = (10 + 10 + 12)/2 = 16. So r = $\frac{48}{16}$ = 3 cm. ### Step 4 The inscribed sphere therefore has radius 3 cm. Its volume is V = 4 3π$r^3$ = 4 3π · 27 = 36π cm3."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_02_TOUGH_Q07,cat_quant_verified_practice_batch_02_tough,,Geometry/Mensuration,Similar triangles and inscribed square,Hard,TITA,safe_candidate_ready,high,,"In right triangle ABC, ∠A = 90◦, AB = 24 cm and AC = 32 cm. A square is placed inside the triangle such that one side of the square lies on hypotenuse BC, and the two vertices of the opposite side lie on AB and AC, respectively. Find the side length of the square, in cm.",,,,,"### Step 1 In the right triangle, the hypotenuse is BC = p 242 + 322 = 40. ### Step 2 The area of the triangle is $\frac{1}{2}$ x 24 x 32 = 384. Also, if h is the altitude from A to BC, then $\frac{1}{2}$ x 40 x h = 384, so h = 768 40 = 96 5. ### Step 3 Let the side of the square be s. A line parallel to BC, at distance s from BC, cuts the triangle in a segment of length 40 1 -s h. ### Step 4 This segment is the side of the square opposite the side on BC, so s = 40 1 -s h. ### Step 5 Solving, s = 40 -40s h =>s 1 + 40 h = 40. Using h = 96 5, s = 40h h + 40 = 40 x 96 5 96 5 + 40 = 768 296 5 = 480 37. 11"
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_02_TOUGH_Q12,cat_quant_verified_practice_batch_02_tough,,Geometry/Mensuration,Frustum of a cone,Medium-Hard,MCQ,safe_candidate_ready,high,,A right circular cone has radius 10 cm and height 24 cm. A smaller cone is cut off from the top by a plane parallel to the base such that the smaller cone has 1 8 of the original cone’s volume. What is the curved surface area of the remaining frustum?,180π sq. cm,195π sq. cm,210π sq. cm,225π sq. cm,"### Step 1 The smaller cone is similar to the original cone. Since its volume is 1 8 of the original volume, its linear scale factor is 1 2. ### Step 2 Hence the smaller cone has radius 5 cm and height 12 cm. ### Step 3 The frustum has larger radius R = 10, smaller radius r = 5, and height 24 -12 = 12 cm. ### Step 4 Its slant height is l = p (10 -5)2 + 122 = $\sqrt{25}$ + 144 = 13. ### Step 5 Curved surface area of the frustum is π(R + r)l = π(10 + 5)(13) = 195π."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_02_TOUGH_Q14,cat_quant_verified_practice_batch_02_tough,14,Geometry/Mensuration,Incircle and tangent circles,Hard,MCQ,safe_candidate_ready,high,,"A right triangle has legs 9 cm and 12 cm. Its incircle is drawn. A smaller circle lies between the right - angled vertex and the incircle, and is tangent to both legs of the triangle as well as to the incircle. What is the radius of the smaller circle?",9 -6 $\sqrt{2}$ cm,6 $\sqrt{2}$ -8 cm,12 -8 $\sqrt{2}$ cm,3 $\sqrt{2}$ -4 cm,"### Step 1 The right triangle has legs 9 and 12, so its hypotenuse is 15. Its inradius is r1 = 9 + 12 -15 2 = 3. ### Step 2 A circle tangent to both perpendicular legs has its centre on the angle bisector of the right angle. If the smaller circle has radius r, its centre is at distance r from both legs. 15 ### Step 3 The incircle centre is at distance 3 from both legs. Since the smaller circle lies between the right - angled vertex and the incircle, the distance between the two centres is p (3 -r)2 + (3 -r)2 = √ 2(3 -r). ### Step 4 The two circles are externally tangent, so this distance equals 3 + r. Thus √ 2(3 -r) = 3 + r. ### Step 5 Solving, 3 $\sqrt{2}$ -r $\sqrt{2}$ = 3 + r =>r( $\sqrt{2}$ + 1) = 3( $\sqrt{2}$ -1). Therefore r = 3( $\sqrt{2}$ -1) $\sqrt{2}$ + 1 = 3(3 -2 $\sqrt{2}$) = 9 -6 $\sqrt{2}$."
