question_id,old_level,new_level,old_access_tier,new_access_tier,difficulty,quality_tier,pool_type,fields_cleaned,cleanup_notes
GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q06,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q08,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q09,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_TOUGH_BATCH_Q02,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_TOUGH_BATCH_Q11,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_TOUGH_BATCH03_Q11,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q01,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q02,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q03,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q04,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q11,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_TOUGH_END_VERIFIED_PRACTICE_BATCH_Q01,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_TOUGH_END_VERIFIED_PRACTICE_BATCH_Q04,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_TOUGH_END_VERIFIED_PRACTICE_BATCH_Q12,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_1_Q01,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_1_Q12,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q07,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q15,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q01,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q08,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_02_TOUGH_Q10,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q01,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,"detailed_solution leakage cleaned; difficulty normalized from ""Medium-"" to ""Medium-Hard""; estimated_time missing"
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q02,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q04,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q05,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q06,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q07,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q08,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q11,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q13,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q15,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q18,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q11,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q12,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q14,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q15,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q16,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q17,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q18,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q11,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q12,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q13,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q14,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q15,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q17,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q18,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q19,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q11,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q12,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q13,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q14,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q15,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q16,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q19,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q20,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q01,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q02,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q03,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q04,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q05,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q07,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q10,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q11,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q12,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q13,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q14,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q16,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q17,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q18,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_HARDENED_QUANT_15Q_Q10,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing; subtopic missing
GEN_CAT_HARDENED_QUANT_PAPER_Q11,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_QUANT_BATCH01_Q05,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_BATCH01_Q07,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_BATCH02_Q03,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_TOUGH_BATCH_Q10,Intermediate,Intermediate,free_limited,free_limited,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_TOUGH_BATCH03_Q10,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_TOUGH_END_VERIFIED_PRACTICE_BATCH_Q10,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q03,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q13,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_02_TOUGH_Q04,Intermediate,Intermediate,free_limited,free_limited,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_HARDENED_QA_SIMULATION_Q06,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_HARDENED_QA_SIMULATION_Q07,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_HARDENED_QA_SIMULATION_Q08,Advanced,Advanced,premium,premium,Very Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing; option_d leakage cleaned
GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q06,Advanced,Advanced,premium,premium,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_QUANT_HARDENED_Q08,Advanced,Advanced,premium,premium,Very Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q07,Advanced,Advanced,premium,premium,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q06,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q08,Advanced,Advanced,premium,premium,Very Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_PREMIUM_TOUGH_PRACTICE_15Q_Q07,Advanced,Advanced,premium,premium,Very Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_HARDENED_QA_SIMULATION_Q01,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_HARDENED_QA_SIMULATION_Q03,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_HARDENED_QA_SIMULATION_Q05,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_HARDENED_QA_SIMULATION_Q13,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing; option_d leakage cleaned
GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q01,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q02,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q03,Advanced,Advanced,premium,premium,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q09,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q11,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q01,Advanced,Advanced,premium,premium,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q03,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q04,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q05,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q09,Advanced,Advanced,premium,premium,Very Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_HARDENED_QA_SIMULATION_Q14,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_HARDENED_QUANT_15Q_Q15,Advanced,Advanced,premium,premium,Very Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing; option_d leakage cleaned; subtopic missing
GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q14,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q15,Advanced,Advanced,premium,premium,Very Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q13,Advanced,Advanced,premium,premium,Very Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q13,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q14,Advanced,Advanced,premium,premium,Very Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q15,Advanced,Advanced,premium,premium,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_TOUGH_BATCH03_Q13,Advanced,Advanced,premium,premium,Very Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_HARDENED_QA_SIMULATION_Q02,Advanced,Advanced,premium,premium,Very Hard,ACCEPT_TOUGH_PRACTICE,tough_practice,,estimated_time missing
GEN_CAT_HARDENED_QA_SIMULATION_Q04,Advanced,Advanced,premium,premium,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_HARDENED_QA_SIMULATION_Q11,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_HARDENED_QA_SIMULATION_Q15,Advanced,Advanced,premium,premium,Very Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_HARDENED_QUANT_15Q_Q05,Advanced,Advanced,premium,premium,Very Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing; subtopic missing
GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q01,Advanced,Advanced,premium,premium,Medium-Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q02,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q03,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q04,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q07,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q11,Advanced,Advanced,premium,premium,Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q12,Advanced,Advanced,premium,premium,Very Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_HARDENED_QUANT_PAPER_Q09,Advanced,Advanced,premium,premium,Very Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,estimated_time missing
GEN_CAT_HARDENED_QUANT_PAPER_Q15,Advanced,Advanced,premium,premium,Very Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q09,Advanced,Advanced,premium,premium,Very Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q10,Advanced,Advanced,premium,premium,Very Hard,ACCEPT_BASIC_PRACTICE,basic_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q10,Advanced,Advanced,premium,premium,Very Hard,ACCEPT_CAT_LEVEL_PRACTICE,cat_level_practice,,detailed_solution leakage cleaned; estimated_time missing
GEN_CAT_QUANT_BATCH01_Q08,Advanced,Advanced,premium,premium,Hard,ACCEPT_TOUGH_PRACTICE,tough_practice,,detailed_solution leakage cleaned; estimated_time missing
