record_type,match_class,score,latex_question_id,old_question_id,source_tex_file,source_question_number,old_batch_id,old_question_number,source_score,topic_score,type_score,text_score,math_score,number_score,option_score,answer_score,solution_score,notes
latex_match,exact_match,0.8173,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q002,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q02,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,2,cat_modern_math_practice_bank_1,2,1.0000,0.0667,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,source=1.00; topic=0.07; type=1.00; text=1.00; math=1.00; numbers=1.00; options=0.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.5250,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q003,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q07,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,3,cat_modern_math_practice_bank_1,7,0.6800,0.0000,1.0000,0.6038,0.6667,0.1250,0.0000,1.0000,0.6090,source=0.68; topic=0.00; type=1.00; text=0.60; math=0.67; numbers=0.13; options=0.00; answer=1.00; solution=0.61; source-file-match; source-batch-related
latex_match,medium_confidence_candidate,0.5562,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q004,GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q04,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,4,cat_modern_math_pnc_probability_practice_bank,4,1.0000,0.0000,0.0000,0.6644,0.6250,0.6667,0.0000,0.9200,0.0392,source=1.00; topic=0.00; type=0.00; text=0.66; math=0.63; numbers=0.67; options=0.00; answer=0.92; solution=0.04; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8200,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q005,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q05,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,5,cat_modern_math_practice_bank_1,5,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,source=1.00; topic=0.00; type=0.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.5773,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q006,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q06,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,6,cat_quant_modern_math_practice_bank,6,0.8600,0.0000,1.0000,0.5780,1.0000,0.0000,0.0000,1.0000,0.6259,source=0.86; topic=0.00; type=1.00; text=0.58; math=1.00; numbers=0.00; options=0.00; answer=1.00; solution=0.63; source-batch-related; question-number-match
latex_match,exact_match,0.8100,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q007,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q07,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,7,cat_modern_math_practice_bank_1,7,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,source=1.00; topic=0.00; type=1.00; text=1.00; math=1.00; numbers=1.00; options=0.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8200,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q008,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q08,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,8,cat_modern_math_practice_bank_1,8,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,source=1.00; topic=0.00; type=0.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8100,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q009,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q09,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,9,cat_modern_math_practice_bank_1,9,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,source=1.00; topic=0.00; type=1.00; text=1.00; math=1.00; numbers=1.00; options=0.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.5559,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q010,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q10,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,10,cat_quant_modern_math_practice_bank,10,0.8600,0.0000,1.0000,0.6131,0.6250,0.0000,0.0000,1.0000,0.6215,source=0.86; topic=0.00; type=1.00; text=0.61; math=0.63; numbers=0.00; options=0.00; answer=1.00; solution=0.62; source-batch-related; question-number-match
latex_match,exact_match,0.8200,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q011,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q11,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,11,cat_modern_math_practice_bank_1,11,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,source=1.00; topic=0.00; type=0.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8100,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q012,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q12,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,12,cat_modern_math_practice_bank_1,12,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,source=1.00; topic=0.00; type=1.00; text=1.00; math=1.00; numbers=1.00; options=0.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.5065,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q013,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q13,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,13,cat_quant_modern_math_practice_bank,13,0.8600,0.0000,0.0000,0.6304,0.6667,0.1111,0.6061,0.2667,0.6095,source=0.86; topic=0.00; type=0.00; text=0.63; math=0.67; numbers=0.11; options=0.61; answer=0.27; solution=0.61; source-batch-related; question-number-match
latex_match,exact_match,0.8200,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q014,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q14,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,14,cat_modern_math_practice_bank_1,14,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,source=1.00; topic=0.00; type=0.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8100,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q015,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q15,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,15,cat_modern_math_practice_bank_1,15,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,source=1.00; topic=0.00; type=1.00; text=1.00; math=1.00; numbers=1.00; options=0.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8100,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q016,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q16,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,16,cat_modern_math_practice_bank_1,16,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,source=1.00; topic=0.00; type=1.00; text=1.00; math=1.00; numbers=1.00; options=0.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8285,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q017,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q17,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,17,cat_modern_math_practice_bank_1,17,1.0000,0.0769,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,source=1.00; topic=0.08; type=0.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8200,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q018,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q18,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,18,cat_modern_math_practice_bank_1,18,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,source=1.00; topic=0.00; type=0.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.7600,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q019,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q19,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,19,cat_quant_modern_math_practice_bank,19,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,source=1.00; topic=0.00; type=0.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=0.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8100,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q020,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q20,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,20,cat_modern_math_practice_bank_1,20,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,source=1.00; topic=0.00; type=1.00; text=1.00; math=1.00; numbers=1.00; options=0.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.4813,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q001,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q01,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,1,cat_quant_tough_end_practice_batch,1,0.8600,0.0000,0.0000,0.5083,0.6000,0.3636,0.0000,1.0000,0.4831,source=0.86; topic=0.00; type=0.00; text=0.51; math=0.60; numbers=0.36; options=0.00; answer=1.00; solution=0.48; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.5650,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q002,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q02,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,2,cat_quant_tough_end_practice_batch,2,0.8600,0.0000,1.0000,0.6018,0.7143,0.0909,0.0000,1.0000,0.5579,source=0.86; topic=0.00; type=1.00; text=0.60; math=0.71; numbers=0.09; options=0.00; answer=1.00; solution=0.56; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.4820,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q003,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q03,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,3,cat_quant_verified_practice_batch_01,3,0.8600,0.0000,0.0000,0.5070,0.6250,0.4286,0.0000,1.0000,0.3286,source=0.86; topic=0.00; type=0.00; text=0.51; math=0.63; numbers=0.43; options=0.00; answer=1.00; solution=0.33; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.5499,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q004,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q04,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,4,cat_quant_verified_practice_batch_01,4,0.8600,0.0000,1.0000,0.4901,0.8333,0.2000,0.0000,1.0000,0.4218,source=0.86; topic=0.00; type=1.00; text=0.49; math=0.83; numbers=0.20; options=0.00; answer=1.00; solution=0.42; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.4780,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q005,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q05,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,5,cat_quant_tough_end_practice_batch,5,0.8600,0.0000,0.0000,0.5733,0.6250,0.0769,0.0000,1.0000,0.5188,source=0.86; topic=0.00; type=0.00; text=0.57; math=0.63; numbers=0.08; options=0.00; answer=1.00; solution=0.52; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.4848,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q006,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q02,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,6,cat_quant_tough_end_practice_batch,2,0.5200,0.0000,1.0000,0.6013,0.7143,0.0714,0.0000,1.0000,0.5512,source=0.52; topic=0.00; type=1.00; text=0.60; math=0.71; numbers=0.07; options=0.00; answer=1.00; solution=0.55; source-batch-related
latex_match,medium_confidence_candidate,0.5217,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q007,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q07,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,7,cat_modern_math_practice_bank_1,7,0.8600,0.0000,1.0000,0.5564,0.8333,0.3333,0.0000,0.0000,0.5374,source=0.86; topic=0.00; type=1.00; text=0.56; math=0.83; numbers=0.33; options=0.00; answer=0.00; solution=0.54; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.4880,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q008,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q02,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,8,cat_quant_tough_end_practice_batch,2,0.5200,0.0000,1.0000,0.5996,0.8333,0.0000,0.0000,1.0000,0.5469,source=0.52; topic=0.00; type=1.00; text=0.60; math=0.83; numbers=0.00; options=0.00; answer=1.00; solution=0.55; source-batch-related
latex_match,medium_confidence_candidate,0.5519,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q009,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q06,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,9,cat_quant_verified_practice_batch_01,6,0.5200,0.0000,1.0000,0.7340,1.0000,0.1429,0.0000,1.0000,0.6849,source=0.52; topic=0.00; type=1.00; text=0.73; math=1.00; numbers=0.14; options=0.00; answer=1.00; solution=0.68; source-batch-related
latex_match,medium_confidence_candidate,0.5059,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q010,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q02,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,10,cat_quant_tough_end_practice_batch,2,0.5200,0.0000,1.0000,0.5940,0.8333,0.2222,0.0000,1.0000,0.5827,source=0.52; topic=0.00; type=1.00; text=0.59; math=0.83; numbers=0.22; options=0.00; answer=1.00; solution=0.58; source-batch-related
latex_match,medium_confidence_candidate,0.5044,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q011,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q11,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,11,cat_quant_tough_end_practice_batch,11,0.8600,0.0000,1.0000,0.5121,0.8333,0.2500,0.0000,0.0000,0.5489,source=0.86; topic=0.00; type=1.00; text=0.51; math=0.83; numbers=0.25; options=0.00; answer=0.00; solution=0.55; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.5447,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q012,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q12,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,12,cat_quant_verified_practice_batch_01,12,0.8600,0.0000,1.0000,0.5952,0.6000,0.0000,0.0000,1.0000,0.5017,source=0.86; topic=0.00; type=1.00; text=0.60; math=0.60; numbers=0.00; options=0.00; answer=1.00; solution=0.50; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.5393,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q013,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q13,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,13,cat_quant_verified_practice_batch_01,13,0.8600,0.0000,1.0000,0.5550,1.0000,0.4000,0.0000,0.0000,0.5181,source=0.86; topic=0.00; type=1.00; text=0.55; math=1.00; numbers=0.40; options=0.00; answer=0.00; solution=0.52; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.5004,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q014,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q14,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,14,cat_quant_modern_math_practice_bank,14,0.8600,0.0000,1.0000,0.6014,0.8000,0.0000,0.0000,0.0000,0.4571,source=0.86; topic=0.00; type=1.00; text=0.60; math=0.80; numbers=0.00; options=0.00; answer=0.00; solution=0.46; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.5081,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q015,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q15,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,15,cat_modern_math_practice_bank_1,15,0.8600,0.0000,1.0000,0.5089,0.7500,0.3750,0.0000,0.0000,0.5781,source=0.86; topic=0.00; type=1.00; text=0.51; math=0.75; numbers=0.38; options=0.00; answer=0.00; solution=0.58; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.5214,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q016,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q16,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,16,cat_modern_math_practice_bank_1,16,0.8600,0.0000,1.0000,0.5831,0.7143,0.2727,0.0000,0.1250,0.5343,source=0.86; topic=0.00; type=1.00; text=0.58; math=0.71; numbers=0.27; options=0.00; answer=0.13; solution=0.53; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.4647,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q017,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q06,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,17,cat_quant_tough_end_practice_batch,6,0.5200,0.0000,0.0000,0.5809,1.0000,0.5000,0.0000,1.0000,0.4963,source=0.52; topic=0.00; type=0.00; text=0.58; math=1.00; numbers=0.50; options=0.00; answer=1.00; solution=0.50; source-batch-related
latex_match,medium_confidence_candidate,0.4793,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q018,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q18,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,18,cat_quant_modern_math_practice_bank,18,0.8600,0.0000,1.0000,0.4361,0.6250,0.4444,0.0000,0.0000,0.4219,source=0.86; topic=0.00; type=1.00; text=0.44; math=0.63; numbers=0.44; options=0.00; answer=0.00; solution=0.42; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.4630,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q019,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q14,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,19,cat_quant_verified_practice_batch_01,14,0.5200,0.0000,0.0000,0.6635,0.7000,0.1818,0.2500,1.0000,0.6752,source=0.52; topic=0.00; type=0.00; text=0.66; math=0.70; numbers=0.18; options=0.25; answer=1.00; solution=0.68; source-batch-related
latex_match,medium_confidence_candidate,0.5094,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q020,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q20,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,20,cat_quant_modern_math_practice_bank,20,0.8600,0.0000,1.0000,0.5351,0.6667,0.3000,0.0000,0.1429,0.5472,source=0.86; topic=0.00; type=1.00; text=0.54; math=0.67; numbers=0.30; options=0.00; answer=0.14; solution=0.55; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.4795,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q021,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q06,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,21,cat_quant_verified_practice_batch_01,6,0.5200,0.0000,1.0000,0.5582,0.8333,0.0000,0.0521,1.0000,0.4878,source=0.52; topic=0.00; type=1.00; text=0.56; math=0.83; numbers=0.00; options=0.05; answer=1.00; solution=0.49; source-batch-related
latex_match,low_confidence_candidate,0.4292,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q022,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q06,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,22,cat_quant_verified_practice_batch_01,6,0.5200,0.0000,1.0000,0.4054,0.6667,0.0000,0.0000,1.0000,0.6218,source=0.52; topic=0.00; type=1.00; text=0.41; math=0.67; numbers=0.00; options=0.00; answer=1.00; solution=0.62; source-batch-related
latex_match,medium_confidence_candidate,0.4785,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q023,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q04,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,23,cat_quant_verified_practice_batch_01,4,0.5200,0.0000,1.0000,0.6232,0.5714,0.1111,0.0000,1.0000,0.4632,source=0.52; topic=0.00; type=1.00; text=0.62; math=0.57; numbers=0.11; options=0.00; answer=1.00; solution=0.46; source-batch-related
latex_match,medium_confidence_candidate,0.4807,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q024,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q04,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,24,cat_quant_verified_practice_batch_01,4,0.5200,0.0000,1.0000,0.6108,0.6250,0.1250,0.0000,1.0000,0.4590,source=0.52; topic=0.00; type=1.00; text=0.61; math=0.63; numbers=0.13; options=0.00; answer=1.00; solution=0.46; source-batch-related
latex_match,low_confidence_candidate,0.4404,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q025,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q07,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,25,cat_modern_math_practice_bank_1,7,0.5200,0.0000,1.0000,0.6111,0.7143,0.2000,0.0000,0.0000,0.6226,source=0.52; topic=0.00; type=1.00; text=0.61; math=0.71; numbers=0.20; options=0.00; answer=0.00; solution=0.62; source-batch-related
latex_match,high_confidence_match,0.5654,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q026,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q04,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,26,cat_quant_verified_practice_batch_01,4,0.5200,0.0000,1.0000,0.7172,0.8333,0.5714,0.0000,1.0000,0.6025,source=0.52; topic=0.00; type=1.00; text=0.72; math=0.83; numbers=0.57; options=0.00; answer=1.00; solution=0.60; source-batch-related
latex_match,medium_confidence_candidate,0.4723,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q027,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q06,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,27,cat_quant_verified_practice_batch_01,6,0.5200,0.0000,1.0000,0.4964,0.8333,0.1111,0.0385,1.0000,0.4996,source=0.52; topic=0.00; type=1.00; text=0.50; math=0.83; numbers=0.11; options=0.04; answer=1.00; solution=0.50; source-batch-related
latex_match,medium_confidence_candidate,0.4877,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q028,GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q12,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,28,cat_quant_verified_practice_batch_01,12,0.5200,0.0000,1.0000,0.6595,0.5000,0.1667,0.0000,1.0000,0.4974,source=0.52; topic=0.00; type=1.00; text=0.66; math=0.50; numbers=0.17; options=0.00; answer=1.00; solution=0.50; source-batch-related
latex_match,low_confidence_candidate,0.4377,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q029,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q08,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,29,cat_quant_tough_end_practice_batch,8,0.5200,0.0000,0.0000,0.6055,0.8000,0.2500,0.0000,1.0000,0.5684,source=0.52; topic=0.00; type=0.00; text=0.61; math=0.80; numbers=0.25; options=0.00; answer=1.00; solution=0.57; source-batch-related
latex_match,medium_confidence_candidate,0.4941,LATEX_CAT_QUANT_CAT_QUANT_HIGH_LEVEL_PRACTICE_POOL_4NG28_Q030,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q11,content/cat/practice/latex_sources/CAT_Quant_High_Level_Practice_Pool.tex,30,cat_quant_tough_end_practice_batch,11,0.5200,0.0000,1.0000,0.5536,1.0000,0.0909,0.0000,1.0000,0.4699,source=0.52; topic=0.00; type=1.00; text=0.55; math=1.00; numbers=0.09; options=0.00; answer=1.00; solution=0.47; source-batch-related
