question_id,source_file,source_set_number,source_question_number,varc_type,passage_id,difficulty,practice_level,topic,subtopic,parse_status,student_visible,has_passage,has_options,has_answer,parse_warnings
VARC_SOURCE_CAT_VARC_5_S07_Q011,CAT_VARC_5.pdf,7,11,RC,VARC_SOURCE_CAT_VARC_5_S7_P3,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_5_S07_Q012,CAT_VARC_5.pdf,7,12,RC,VARC_SOURCE_CAT_VARC_5_S7_P3,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_5_S07_Q013,CAT_VARC_5.pdf,7,13,RC,VARC_SOURCE_CAT_VARC_5_S7_P3,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_5_S07_Q014,CAT_VARC_5.pdf,7,14,RC,VARC_SOURCE_CAT_VARC_5_S7_P3,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_5_S07_Q017,CAT_VARC_5.pdf,7,17,Para Jumble,,,Intermediate,VARC,Para Jumble,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CAT_VARC_5_S07_Q018,CAT_VARC_5.pdf,7,18,Odd Sentence Out,,,Intermediate,VARC,Odd Sentence Out,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CAT_VARC_5_S07_Q019,CAT_VARC_5.pdf,7,19,Sentence Placement,,,Intermediate,VARC,Sentence Placement,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CAT_VARC_5_S07_Q020,CAT_VARC_5.pdf,7,20,Para Summary,,,Intermediate,VARC,Para Summary,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CAT_VARC_5_S07_Q022,CAT_VARC_5.pdf,7,22,RC,VARC_SOURCE_CAT_VARC_5_S7_P4,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_5_S07_Q023,CAT_VARC_5.pdf,7,23,RC,VARC_SOURCE_CAT_VARC_5_S7_P4,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_5_S07_Q024,CAT_VARC_5.pdf,7,24,RC,VARC_SOURCE_CAT_VARC_5_S7_P4,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q001,CAT_VARC_Hardened_Practice.pdf,8,1,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P1,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q001_DUP2,CAT_VARC_Hardened_Practice.pdf,8,1,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P1,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q001_DUP3,CAT_VARC_Hardened_Practice.pdf,8,1,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P1,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q001_DUP4,CAT_VARC_Hardened_Practice.pdf,8,1,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P1,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q001_DUP5,CAT_VARC_Hardened_Practice.pdf,8,1,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P1,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q001_DUP6,CAT_VARC_Hardened_Practice.pdf,8,1,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q001_DUP7,CAT_VARC_Hardened_Practice.pdf,8,1,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q001_DUP8,CAT_VARC_Hardened_Practice.pdf,8,1,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q001_DUP9,CAT_VARC_Hardened_Practice.pdf,8,1,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q001_DUP10,CAT_VARC_Hardened_Practice.pdf,8,1,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q002,CAT_VARC_Hardened_Practice.pdf,8,2,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P1,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q002_DUP2,CAT_VARC_Hardened_Practice.pdf,8,2,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P1,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q002_DUP3,CAT_VARC_Hardened_Practice.pdf,8,2,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P1,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q002_DUP4,CAT_VARC_Hardened_Practice.pdf,8,2,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P1,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q002_DUP5,CAT_VARC_Hardened_Practice.pdf,8,2,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q002_DUP6,CAT_VARC_Hardened_Practice.pdf,8,2,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q002_DUP7,CAT_VARC_Hardened_Practice.pdf,8,2,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q002_DUP8,CAT_VARC_Hardened_Practice.pdf,8,2,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q002_DUP9,CAT_VARC_Hardened_Practice.pdf,8,2,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q003,CAT_VARC_Hardened_Practice.pdf,8,3,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P1,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q003_DUP2,CAT_VARC_Hardened_Practice.pdf,8,3,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P1,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q003_DUP3,CAT_VARC_Hardened_Practice.pdf,8,3,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P1,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q003_DUP4,CAT_VARC_Hardened_Practice.pdf,8,3,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P1,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q003_DUP5,CAT_VARC_Hardened_Practice.pdf,8,3,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P1,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q003_DUP6,CAT_VARC_Hardened_Practice.pdf,8,3,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q003_DUP7,CAT_VARC_Hardened_Practice.pdf,8,3,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q003_DUP8,CAT_VARC_Hardened_Practice.pdf,8,3,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q003_DUP9,CAT_VARC_Hardened_Practice.pdf,8,3,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q003_DUP10,CAT_VARC_Hardened_Practice.pdf,8,3,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q004,CAT_VARC_Hardened_Practice.pdf,8,4,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P1,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q004_DUP2,CAT_VARC_Hardened_Practice.pdf,8,4,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P1,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q004_DUP3,CAT_VARC_Hardened_Practice.pdf,8,4,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P1,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q004_DUP4,CAT_VARC_Hardened_Practice.pdf,8,4,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P1,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q004_DUP5,CAT_VARC_Hardened_Practice.pdf,8,4,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P1,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q004_DUP6,CAT_VARC_Hardened_Practice.pdf,8,4,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q004_DUP7,CAT_VARC_Hardened_Practice.pdf,8,4,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q004_DUP8,CAT_VARC_Hardened_Practice.pdf,8,4,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q004_DUP9,CAT_VARC_Hardened_Practice.pdf,8,4,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S08_Q004_DUP10,CAT_VARC_Hardened_Practice.pdf,8,4,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_S8_P2,,Intermediate,VARC,Reading Comprehension,missing_options,true,true,false,true,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_1_S09_Q001,CAT_VARC_Hardened_Practice_Set (1).pdf,9,1,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_1_S9_P1,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_1_S09_Q002,CAT_VARC_Hardened_Practice_Set (1).pdf,9,2,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_1_S9_P1,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_1_S09_Q011,CAT_VARC_Hardened_Practice_Set (1).pdf,9,11,Para Summary,,,Intermediate,VARC,Para Summary,missing_answer,false,false,false,false,answer not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q001,CAT_VARC_Hardened_Practice_Set.pdf,10,1,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q001_DUP2,CAT_VARC_Hardened_Practice_Set.pdf,10,1,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q001_DUP3,CAT_VARC_Hardened_Practice_Set.pdf,10,1,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q001_DUP4,CAT_VARC_Hardened_Practice_Set.pdf,10,1,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q001_DUP5,CAT_VARC_Hardened_Practice_Set.pdf,10,1,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q002,CAT_VARC_Hardened_Practice_Set.pdf,10,2,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q002_DUP2,CAT_VARC_Hardened_Practice_Set.pdf,10,2,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q002_DUP3,CAT_VARC_Hardened_Practice_Set.pdf,10,2,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q002_DUP4,CAT_VARC_Hardened_Practice_Set.pdf,10,2,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q002_DUP5,CAT_VARC_Hardened_Practice_Set.pdf,10,2,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q003,CAT_VARC_Hardened_Practice_Set.pdf,10,3,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q003_DUP2,CAT_VARC_Hardened_Practice_Set.pdf,10,3,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q003_DUP3,CAT_VARC_Hardened_Practice_Set.pdf,10,3,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q003_DUP4,CAT_VARC_Hardened_Practice_Set.pdf,10,3,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q003_DUP5,CAT_VARC_Hardened_Practice_Set.pdf,10,3,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q004,CAT_VARC_Hardened_Practice_Set.pdf,10,4,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q004_DUP2,CAT_VARC_Hardened_Practice_Set.pdf,10,4,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q004_DUP3,CAT_VARC_Hardened_Practice_Set.pdf,10,4,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q004_DUP4,CAT_VARC_Hardened_Practice_Set.pdf,10,4,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q005,CAT_VARC_Hardened_Practice_Set.pdf,10,5,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P1,,Intermediate,VARC,Reading Comprehension,missing_options,false,true,false,false,MCQ options not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q006,CAT_VARC_Hardened_Practice_Set.pdf,10,6,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P2,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q007,CAT_VARC_Hardened_Practice_Set.pdf,10,7,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P2,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q008,CAT_VARC_Hardened_Practice_Set.pdf,10,8,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P2,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q009,CAT_VARC_Hardened_Practice_Set.pdf,10,9,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P2,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q010,CAT_VARC_Hardened_Practice_Set.pdf,10,10,RC,VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_P2,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_HARDENED_PRACTICE_SET_S10_Q011,CAT_VARC_Hardened_Practice_Set.pdf,10,11,Other,,,Intermediate,VARC,Other,missing_answer,false,false,false,false,answer not found
VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_Q003,CATplus_VARC_Simulation.pdf,13,3,RC,VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_P1,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_Q004,CATplus_VARC_Simulation.pdf,13,4,RC,VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_P1,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_Q005,CATplus_VARC_Simulation.pdf,13,5,RC,VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_P1,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_Q006,CATplus_VARC_Simulation.pdf,13,6,RC,VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_P1,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_Q007,CATplus_VARC_Simulation.pdf,13,7,RC,VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_P2,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_Q008,CATplus_VARC_Simulation.pdf,13,8,RC,VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_P2,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_Q009,CATplus_VARC_Simulation.pdf,13,9,RC,VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_P2,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_Q010,CATplus_VARC_Simulation.pdf,13,10,RC,VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_P2,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_Q011,CATplus_VARC_Simulation.pdf,13,11,RC,VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_P3,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_Q012,CATplus_VARC_Simulation.pdf,13,12,RC,VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_P3,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_Q013,CATplus_VARC_Simulation.pdf,13,13,RC,VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_P3,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_Q014,CATplus_VARC_Simulation.pdf,13,14,RC,VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_P3,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_Q017,CATplus_VARC_Simulation.pdf,13,17,Para Jumble,,,Intermediate,VARC,Para Jumble,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_Q018,CATplus_VARC_Simulation.pdf,13,18,Odd Sentence Out,,,Intermediate,VARC,Odd Sentence Out,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_Q019,CATplus_VARC_Simulation.pdf,13,19,Sentence Placement,,,Intermediate,VARC,Sentence Placement,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_Q020,CATplus_VARC_Simulation.pdf,13,20,Para Summary,,,Intermediate,VARC,Para Summary,missing_answer,false,false,true,false,answer not found
VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_Q022,CATplus_VARC_Simulation.pdf,13,22,RC,VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_P4,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_Q023,CATplus_VARC_Simulation.pdf,13,23,RC,VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_P4,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_Q024,CATplus_VARC_Simulation.pdf,13,24,RC,VARC_SOURCE_CATPLUS_VARC_SIMULATION_S13_P4,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
VARC_SOURCE_CAT_VARC_HARDENED_S14_Q001,cat_varc_hardened.pdf,14,1,RC,VARC_SOURCE_CAT_VARC_HARDENED_S14_P1,,Intermediate,VARC,Reading Comprehension,missing_answer,false,true,true,false,answer not found
