exam_slug,section,year,slot,paper_code,question_id,question_text,question_type,option_a,option_b,option_c,option_d,correct_answer,detailed_solution,topic,subtopic,archetype,difficulty,source_reference,frequency_weight,probability_score,trend_score,is_free,is_premium,tags
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q09,"If 𝑝3 = 𝑞4 = 𝑟5 = 𝑠6, then the value of log𝑆𝑝𝑞𝑟is equal to Answer Actual CAT 2018 Question Paper",MCQ,24 5,1,47 10,16 5 online.2IIM.com,C,"If 𝑝3 = 𝑞4 = 𝑟5 = 𝑠6, then the value of log𝑆𝑝𝑞𝑟is equal to A) 24 5 B) 1 C) 𝟒𝟕 𝟏𝟎 D) 16 5 online.2IIM.com Back to Question Video Solution --- PAGE 49 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Mixtures and Alligation,Mixture concentration problem,Easy,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Mixtures and Alligation, archetype:Mixture concentration problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q10,"In a tournament, there are 43 junior level and 51 senior level participants. Each pair of juniors play one match. Each pair of seniors play one match. There is no junior versus senior match. The number of girl versus girl matches in junior level is 153, while the number of boy versus boy matches in senior level is 276. The number of matches a boy plays against a girl is (TITA) online.2IIM.com Answer Actual CAT 2018 Question Paper",TITA,,,,,1098,"In a tournament, there are 43 junior level and 51 senior level participants. Each pair of juniors play one match. Each pair of seniors play one match. There is no junior versus senior match. The number of girl versus girl matches in junior level is 153, while the number of boy versus boy matches in senior level is 276. The number of matches a boy plays against a girl is (TITA) Answer: 1098 online.2IIM.com Back to Question Video Solution --- PAGE 50 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Time and Work,Mixture concentration problem,Medium,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Time and Work, archetype:Mixture concentration problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q11,"A 20% ethanol solution is mixed with another ethanol solution, say, S of unknown concentration in the proportion 1:3 by volume. This mixture is then mixed with an equal volume of 20% ethanol solution. If the resultant mixture is a 31.25% ethanol solution, then the unknown concentration of S is Answer Actual CAT 2018 Question Paper",MCQ,50%,55%,48%,52% online.2IIM.com,A,"A 20% ethanol solution is mixed with another ethanol solution, say, S of unknown concentration in the proportion 1:3 by volume. This mixture is then mixed with an equal volume of 20% ethanol solution. If the resultant mixture is a 31.25% ethanol solution, then the unknown concentration of S is A) 50% B) 55% C) 48% D) 52% online.2IIM.com Back to Question Video Solution --- PAGE 51 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Mixtures and Alligation,Mixture concentration problem,Medium,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Mixtures and Alligation, archetype:Mixture concentration problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q12,The area of a rectangle and the square of its perimeter are in the ratio 1 : 25. Then the lengths of the shorter and longer sides of the rectangle are in the ratio: Answer Actual CAT 2018 Question Paper,MCQ,3 : 8,2 : 9,1 : 4,1 : 3 online.2IIM.com,C,The area of a rectangle and the square of its perimeter are in the ratio 1 : 25. Then the lengths of the shorter and longer sides of the rectangle are in the ratio: A) 3 : 8 B) 2 : 9 C) 1 : 4 D) 1 : 3 online.2IIM.com Back to Question Video Solution --- PAGE 52 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com,Geometry,Triangles,Ratio sharing problem,Easy,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Geometry, subtopic:Triangles, archetype:Ratio sharing problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q13,"The smallest integer n for which 4n > 1719 holds, is closest to Answer Actual CAT 2018 Question Paper",MCQ,33,39,37,35 online.2IIM.com,B,"The smallest integer n for which 4n ＞1719 holds, is closest to A) 33 B) 39 C) 37 D) 35 online.2IIM.com Back to Question Video Solution --- PAGE 53 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Mixtures and Alligation,Mixture concentration problem,Easy,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Mixtures and Alligation, archetype:Mixture concentration problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q14,The smallest integer n such that 𝑛3 −11𝑛2 + 32𝑛−28 > 0 is (TITA) online.2IIM.com Answer Actual CAT 2018 Question Paper,TITA,,,,,8,The smallest integer n such that 𝑛3 −11𝑛2 + 32𝑛−28 > 0 is (TITA) Answer: 8 online.2IIM.com Back to Question Video Solution --- PAGE 54 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com,Arithmetic,Mixtures and Alligation,Mixture concentration problem,Easy,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Mixtures and Alligation, archetype:Mixture concentration problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q15,"A parallelogram ABCD has area 48 sqcm. If the length of CD is 8 cm and that of AD is s cm, then which one of the following is necessarily true? Answer Actual CAT 2018 Question Paper",MCQ,s ≥ 6,s ≠ 6,5 ≤ s ≤ 7,s ≤ 6 online.2IIM.com,A,"A parallelogram ABCD has area 48 sqcm. If the length of CD is 8 cm and that of AD is s cm, then which one of the following is necessarily true? A) s ≥ 6 B) s ≠ 6 C) 5 ≤ s ≤ 7 D) s ≤ 6 online.2IIM.com Back to Question Video Solution --- PAGE 55 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Mixtures and Alligation,Mixture concentration problem,Easy,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Mixtures and Alligation, archetype:Mixture concentration problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q16,The value of the sum 7 x 11 + 11 x 15 + 15 x 19 + ..... + 95 x 99 is Answer Actual CAT 2018 Question Paper,MCQ,80707,80751,80730,80773 online.2IIM.com,A,The value of the sum 7 x 11 + 11 x 15 + 15 x 19 + ..... + 95 x 99 is A) 80707 B) 80751 C) 80730 D) 80773 online.2IIM.com Back to Question Video Solution --- PAGE 56 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com,Arithmetic,Mixtures and Alligation,Mixture concentration problem,Easy,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Mixtures and Alligation, archetype:Mixture concentration problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q17,"On a long stretch of east-west road, A and B are two points such that B is 350 km west of A. One car starts from A and another from B at the same time. If they move towards each other, then they meet after 1 hour. If they both move towards east, then they meet in 7 hrs. The difference between their speeds, in km per hour, is (TITA) online.2IIM.com Answer Actual CAT 2018 Question Paper",TITA,,,,,50,"On a long stretch of east-west road, A and B are two points such that B is 350 km west of A. One car starts from A and another from B at the same time. If they move towards each other, then they meet after 1 hour. If they both move towards east, then they meet in 7 hrs. The difference between their speeds, in km per hour, is (TITA) Answer: 50 online.2IIM.com Back to Question Video Solution --- PAGE 57 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Time Speed Distance,Relative speed problem,Medium,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Time Speed Distance, archetype:Relative speed problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q18,"If the sum of squares of two numbers is 97, then which one of the following cannot be their product? Answer Actual CAT 2018 Question Paper",MCQ,64,-32,16,48 online.2IIM.com,A,"If the sum of squares of two numbers is 97, then which one of the following cannot be their product? A) 64 B) -32 C) 16 D) 48 online.2IIM.com Back to Question Video Solution --- PAGE 58 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Mixtures and Alligation,Mixture concentration problem,Easy,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Mixtures and Alligation, archetype:Mixture concentration problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q19,A jar contains a mixture of 175 ml water and 700 ml alcohol. Gopal takes out 10% of the mixture and substitutes it by water of the same amount. The process is repeated once again. The percentage of water in the mixture is now Answer Actual CAT 2018 Question Paper,MCQ,25.4,20.5,30.3,35.2 online.2IIM.com,D,A jar contains a mixture of 175 ml water and 700 ml alcohol. Gopal takes out 10% of the mixture and substitutes it by water of the same amount. The process is repeated once again. The percentage of water in the mixture is now A) 25.4 B) 20.5 C) 30.3 D) 35.2 online.2IIM.com Back to Question Video Solution --- PAGE 59 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com,Arithmetic,Mixtures and Alligation,Mixture concentration problem,Medium,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Mixtures and Alligation, archetype:Mixture concentration problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q20,"Points A and B are 150 km apart. Cars 1 and 2 travel from A to B, but car 2 starts from A when car 1 is already 20 km away from A. Each car travels at a speed of 100 kmph for the first 50 km, at 50 kmph for the next 50 km, and at 25 kmph for the last 50 km. The distance, in km, between car 2 and B when car 1 reaches B is (TITA) online.2IIM.com Answer Actual CAT 2018 Question Paper",TITA,,,,,5,"Points A and B are 150 km apart. Cars 1 and 2 travel from A to B, but car 2 starts from A when car 1 is already 20 km away from A. Each car travels at a speed of 100 kmph for the first 50 km, at 50 kmph for the next 50 km, and at 25 kmph for the last 50 km. The distance, in km, between car 2 and B when car 1 reaches B is (TITA) Answer: 5 online.2IIM.com Back to Question Video Solution --- PAGE 60 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Time Speed Distance,Mixture concentration problem,Medium,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Time Speed Distance, archetype:Mixture concentration problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q21,"A tank is emptied everyday at a fixed time point. Immediately thereafter, either pump A or pump B or both start working until the tank is full. On Monday, A alone completed filling the tank at 8 pm. On Tuesday, B alone completed filling the tank at 6 pm. On Wednesday, A alone worked till 5 pm, and then B worked alone from 5 pm to 7 pm, to fill the tank. At what time was the tank filled on Thursday if both pumps were used simultaneously all along? Answer Actual CAT 2018 Question Paper",MCQ,4 : 12 PM,4 : 24 PM,4 : 48 PM,4 : 36 PM online.2IIM.com,B,"A tank is emptied everyday at a fixed time point. Immediately thereafter, either pump A or pump B or both start working until the tank is full. On Monday, A alone completed filling the tank at 8 pm. On Tuesday, B alone completed filling the tank at 6 pm. On Wednesday, A alone worked till 5 pm, and then B worked alone from 5 pm to 7 pm, to fill the tank. At what time was the tank filled on Thursday if both pumps were used simultaneously all along? A) 4 : 12 PM B) 4 : 24 PM C) 4 : 48 PM D) 4 : 36 PM online.2IIM.com Back to Question Video Solution --- PAGE 61 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Time and Work,Work-efficiency problem,Hard,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Time and Work, archetype:Work-efficiency problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q22,"Ramesh and Ganesh can together complete a work in 16 days. After seven days of working together, Ramesh got sick and his efficiency fell by 30%. As a result, they completed the work in 17 days instead of 16 days. If Ganesh had worked alone after Ramesh got sick, in how many days would he have completed the remaining work? Answer Actual CAT 2018 Question Paper",MCQ,12,14.5,13.5,11 online.2IIM.com,C,"Ramesh and Ganesh can together complete a work in 16 days. After seven days of working together, Ramesh got sick and his efficiency fell by 30%. As a result, they completed the work in 17 days instead of 16 days. If Ganesh had worked alone after Ramesh got sick, in how many days would he have completed the remaining work? A) 12 B) 14.5 C) 13.5 D) 11 online.2IIM.com Back to Question Video Solution --- PAGE 62 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Time and Work,Work-efficiency problem,Medium,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Time and Work, archetype:Work-efficiency problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q23,"If a and b are integers such that 2x2 − ax + 2 > 0 and x2 − bx + 8 ≥ 0 for all real numbers x, then the largest possible value of 2a − 6b is (TITA) online.2IIM.com Answer Actual CAT 2018 Question Paper",TITA,,,,,36,"If a and b are integers such that 2x2 − ax + 2 > 0 and x2 − bx + 8 ≥ 0 for all real numbers x, then the largest possible value of 2a − 6b is (TITA) Answer: 36 online.2IIM.com Back to Question Video Solution --- PAGE 63 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Algebra,Quadratic Equations,Mixture concentration problem,Medium,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Algebra, subtopic:Quadratic Equations, archetype:Mixture concentration problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q24,"The scores of Amal and Bimal in an examination are in the ratio 11 : 14. After an appeal, their scores increase by the same amount and their new scores are in the ratio 47 : 56. The ratio of Bimal’s new score to that of his original score is Answer Actual CAT 2018 Question Paper",MCQ,3 : 2,4 : 3,5 : 4,8 : 5 online.2IIM.com,B,"The scores of Amal and Bimal in an examination are in the ratio 11 : 14. After an appeal, their scores increase by the same amount and their new scores are in the ratio 47 : 56. The ratio of Bimal’s new score to that of his original score is A) 3 : 2 B) 4 : 3 C) 5 : 4 D) 8 : 5 online.2IIM.com Back to Question Video Solution --- PAGE 64 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Percentages,Successive percentage change,Medium,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Percentages, archetype:Successive percentage change"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q25,"A triangle ABC has area 32 sq units and its side BC, of length 8 units, lies on the line x = 4. Then the shortest possible distance between A and the point (0,0) is Answer Actual CAT 2018 Question Paper",MCQ,4√2 units,2√2 units,4 units,8 units online.2IIM.com,C,"A triangle ABC has area 32 sq units and its side BC, of length 8 units, lies on the line x = 4. Then the shortest possible distance between A and the point (0,0) is A) 4√2 units B) 2√2 units C) 4 units D) 8 units online.2IIM.com Back to Question Video Solution --- PAGE 65 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Geometry,Triangles,Mixture concentration problem,Easy,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Geometry, subtopic:Triangles, archetype:Mixture concentration problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q26,"How many two-digit numbers, with a non-zero digit in the units place, are there which are more than thrice the number formed by interchanging the positions of its digits? Answer Actual CAT 2018 Question Paper",MCQ,5,8,7,6 online.2IIM.com,D,"How many two-digit numbers, with a non-zero digit in the units place, are there which are more than thrice the number formed by interchanging the positions of its digits? A) 5 B) 8 C) 7 D) 6 online.2IIM.com Back to Question Video Solution --- PAGE 66 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Number System,Digits,Digit manipulation problem,Easy,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Number System, subtopic:Digits, archetype:Digit manipulation problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q27,"A water tank has inlets of two types A and B. All inlets of type A when open, bring in water at the same rate. All inlets of type B, when open, bring in water at the same rate. The empty tank is completely filled in 30 minutes if 10 inlets of type A and 45 inlets of type B are open, and in 1 hour if 8 inlets of type A and 18 inlets of type B are open. In how many minutes will the empty tank get completely filled if 7 inlets of type A and 27 inlets of type B are open? (TITA) online.2IIM.com Answer Actual CAT 2018 Question Paper",TITA,,,,,48,"A water tank has inlets of two types A and B. All inlets of type A when open, bring in water at the same rate. All inlets of type B, when open, bring in water at the same rate. The empty tank is completely filled in 30 minutes if 10 inlets of type A and 45 inlets of type B are open, and in 1 hour if 8 inlets of type A and 18 inlets of type B are open. In how many minutes will the empty tank get completely filled if 7 inlets of type A and 27 inlets of type B are open? (TITA) Answer: 48 online.2IIM.com Back to Question Video Solution --- PAGE 67 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Time and Work,Mixture concentration problem,Hard,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Time and Work, archetype:Mixture concentration problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q28,"Gopal borrows Rs. X from Ankit at 8% annual interest. He then adds Rs. Y of his own money and lends Rs. X+Y to Ishan at 10% annual interest. At the end of the year, after returning Ankit’s dues, the net interest retained by Gopal is the same as that accrued to Ankit. On the other hand, had Gopal lent Rs. X+2Y to Ishan at 10%, then the net interest retained by him would have increased by Rs. 150. If all interests are compounded annually, then find the value of X + Y. (TITA) online.2IIM.com Answer Actual CAT 2018 Question Paper",TITA,,,,,4000,"Gopal borrows Rs. X from Ankit at 8% annual interest. He then adds Rs. Y of his own money and lends Rs. X+Y to Ishan at 10% annual interest. At the end of the year, after returning Ankit’s dues, the net interest retained by Gopal is the same as that accrued to Ankit. On the other hand, had Gopal lent Rs. X+2Y to Ishan at 10%, then the net interest retained by him would have increased by Rs. 150. If all interests are compounded annually, then find the value of X + Y. (TITA) Answer: 4000 online.2IIM.com Back to Question Video Solution --- PAGE 68 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Simple Interest Compound Interest,Successive percentage change,Hard,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Simple Interest Compound Interest, archetype:Successive percentage change"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q29,"The arithmetic mean of x, y and z is 80, and that of x, y, z, u and v is 75, where u = (x+y)/2 and v = (y+z)/2. If x ≥ z, then the minimum possible value of x is (TITA) online.2IIM.com Answer Actual CAT 2018 Question Paper",TITA,,,,,105,"The arithmetic mean of x, y and z is 80, and that of x, y, z, u and v is 75, where u = (x+y)/2 and v = (y+z)/2. If x ≥ z, then the minimum possible value of x is (TITA) Answer: 105 online.2IIM.com Back to Question Video Solution --- PAGE 69 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Algebra,Linear Equations,Weighted average problem,Medium,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Algebra, subtopic:Linear Equations, archetype:Weighted average problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q30,"Let f(x)=max{5x, 52 - 2x2}, where x is any positive real number. Then the minimum possible value of f(x) is (TITA) online.2IIM.com Answer Actual CAT 2018 Question Paper",TITA,,,,,A,"Let f(x)=max{5x, 52 - 2x2}, where x is any positive real number. Then the minimum possible value of f(x) is (TITA) Answer: -65/2 online.2IIM.com Back to Question Video Solution --- PAGE 70 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Algebra,Functions,Function value/domain problem,Medium,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Algebra, subtopic:Functions, archetype:Function value/domain problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q31,"For two sets A and B, let AΔB denote the set of elements which belong to A or B but not both. If P = {1,2,3,4}, Q = {2,3,5,6,}, R = {1,3,7,8,9}, S = {2,4,9,10}, then the number of elements in (PΔQ)Δ(RΔS) is Answer Actual CAT 2018 Question Paper",MCQ,7,8,9,6 online.2IIM.com,A,"For two sets A and B, let AΔB denote the set of elements which belong to A or B but not both. If P = {1,2,3,4}, Q = {2,3,5,6,}, R = {1,3,7,8,9}, S = {2,4,9,10}, then the number of elements in (PΔQ)Δ(RΔS) is A) 7 B) 8 C) 9 D) 6 online.2IIM.com Back to Question Video Solution --- PAGE 71 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Time and Work,Mixture concentration problem,Medium,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Time and Work, archetype:Mixture concentration problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q32,"If A = {62n - 35n - 1: n = 1,2,3,...} and B = {35(n-1) : n = 1,2,3,...} then which of the following is true? Answer Actual CAT 2018 Question Paper",MCQ,Neither every member of A is in B nor every member of B is in A,Every member of A is in B and at least one member of B is not in A,Every member of B is in,At least one member of A is not in B online.2IIM.com,B,"If A = {62n - 35n - 1: n = 1,2,3,...} and B = {35(n-1) : n = 1,2,3,...} then which of the following is true? A) Neither every member of A is in B nor every member of B is in A B) Every member of A is in B and at least one member of B is not in A C) Every member of B is in A. D) At least one member of A is not in B online.2IIM.com Back to Question Video Solution --- PAGE 72 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Mixtures and Alligation,Mixture concentration problem,Medium,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Mixtures and Alligation, archetype:Mixture concentration problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q33,"The strength of a salt solution is p% if 100 ml of the solution contains p grams of salt. If three salt solutions A, B, C are mixed in the proportion 1 : 2 : 3, then the resulting solution has strength 20%. If instead the proportion is 3 : 2 : 1, then the resulting solution has strength 30%. A fourth solution, D, is produced by mixing B and C in the ratio 2 : 7. The ratio of the strength of D to that of A is Answer Actual CAT 2018 Question Paper",MCQ,3 : 10,1 : 3,2 : 5,1 : 4 online.2IIM.com,B,"The strength of a salt solution is p% if 100 ml of the solution contains p grams of salt. If three salt solutions A, B, C are mixed in the proportion 1 : 2 : 3, then the resulting solution has strength 20%. If instead the proportion is 3 : 2 : 1, then the resulting solution has strength 30%. A fourth solution, D, is produced by mixing B and C in the ratio 2 : 7. The ratio of the strength of D to that of A is A) 3 : 10 B) 1 : 3 C) 2 : 5 D) 1 : 4 online.2IIM.com Back to Question Video Solution --- PAGE 73 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com",Arithmetic,Ratio and Proportion,Ratio sharing problem,Hard,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Ratio and Proportion, archetype:Ratio sharing problem"
cat,QA,2018,Slot 2,CAT_2018_S2_QA,CAT_2018_S2_QA_Q34,"1 log2 100 − 1 log4 100 + 1 log5 100 − 1 log10 100 + 1 log20 100 − 1 log25 100 + 1 log50 100 Answer Actual CAT 2018 Question Paper Done with the Questions! Take a break • 2IIM offers a fabulous, comprehensive course on CAT preparation. • A chunk of the course has been made available totally free of cost. So sign up as a trial user and check out our free content asap! • Practice, practice and then practice some more. 2IIM’s Question bank is generally a must-solve on all serious CAT aspirants’ checklist. Click this to check it out! Actual CAT 2018 Question Paper",MCQ,0,1 2,-4,10 online.2IIM.com,B,"1 log2 100 − 1 log4 100 + 1 log5 100 − 1 log10 100 + 1 log20 100 − 1 log25 100 + 1 log50 100 A) 0 B)𝟏 𝟐 C) -4 D) 10 online.2IIM.com Back to Question Video Solution --- PAGE 74 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com Done with the answers too! • Find our online course at: online.2iim.com • About 2IIM’s CAT course: We have got a fabulous response for our course. Check out this Quora thread, where genuine students have shared their opinions about our course. • 2IIM’s Facebook group has more than 17K members. We keep sharing reading material for VARC almost everyday. • We have around 76K subscribers on our YouTube channel. We post solutions to CAT problems, as well as general test-taking strategies, interviews etc. • We have a wonderful, informative blog which is widely read. --- PAGE 75 --- Actual CAT 2018 Question Paper For more CAT Level questions Click →Questions.2IIM.com To Learn and Practice more CAT Level Questions Visit - Questions.2IIM.com online.2IIM.com Visit online.2IIM.com, Sign up as a trial user, learn 40 Hours for free!",Arithmetic,Ratio and Proportion,Ratio sharing problem,Hard,data/extracted_text/2018/Slot_2/QA/CAT_2018_Slot_2_QA.txt,,,,true,false,"year:2018, slot:Slot 2, topic:Arithmetic, subtopic:Ratio and Proportion, archetype:Ratio sharing problem"
cat,QA,2019,Slot 1,CAT_2019_S1_QA,CAT_2019_S1_QA_Q01,"In a class, 60% of the students are girls and the rest are boys. There are 30 more girls than boys. If 68% of the students, including 30 boys, pass an examination, the percentage of the girls who do not pass is [TITA] Answer questions from 2IIM question bank Actual CAT 2019 Question Paper online.2IIM.com",TITA,,,,,20,"In a class, 60% of the students are girls and the rest are boys. There are 30 more girls than boys. If 68% of the students, including 30 boys, pass an examination, the percentage of the girls who do not pass is [TITA] Answer: 20 Back to Question Click to go “Back to Question” Click to see “overall Solution page” Difficulty Level – Topic – Percentages Medium --- PAGE 41 --- Actual CAT 2019 Question Paper For more CAT Level questions Click →Questions.2IIM.com online.2IIM.com",Arithmetic,Percentages,Successive percentage change,Medium,data/extracted_text/2019/Slot_1/QA/CAT_2019_Slot_1_QA.txt,,,,true,false,"year:2019, slot:Slot 1, topic:Arithmetic, subtopic:Percentages, archetype:Successive percentage change"
